cid	seat	role	power	time	exit	scope	agent_seat	d	chi	type_token	raw_derivation	raw_type	metric_type	perceived	signature	imm_hole
deflationary_reading	capability_benchmarking_researchers	beneficiary	institutional	biographical	mobile	global	true	0.250000	0.010572	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
deflationary_reading	deflationary_theorists_of_mind	beneficiary	moderate	biographical	mobile	global	true	0.250000	0.010572	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
deflationary_reading	literary_theorists_positing_installed_positions	excluded	moderate	biographical	constrained	national	false	0.920000	0.109872	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
deflationary_reading	the_pasted_essay_author	excluded	powerless	immediate	trapped	local	false	0.950000	0.089148	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
deflationary_reading	model_output	payer	analytical	immediate	analytical	global	true	0.850000	0.126195	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	true
deflationary_reading	alignment_researchers_assessing_model_stances	observer	institutional	generational	analytical	global	true	0.720000	0.109594	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	true
democratic_legitimacy_reading	incumbent_political_authorities	agenda_setter	institutional	biographical	arbitrage	national	true	0.090000	-0.041039	rope	ok	rope	rope	changeable	constructed_high_extraction	false
democratic_legitimacy_reading	infrastructure_developers	beneficiary	powerful	biographical	mobile	continental	true	0.250000	0.075104	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
democratic_legitimacy_reading	data_center_host_towns	payer	powerless	generational	trapped	local	true	0.900000	0.673869	snare	ok	snare	snare	immutable	constructed_high_extraction	false
democratic_legitimacy_reading	surveilled_dissidents	payer	powerless	biographical	constrained	national	true	0.870000	0.826741	snare	ok	snare	snare	immutable	constructed_high_extraction	false
democratic_legitimacy_reading	disenfranchised_residents	excluded	powerless	generational	trapped	local	false	0.950000	0.690901	snare	ok	snare	snare	immutable	constructed_high_extraction	false
democratic_legitimacy_reading	recallability_mechanisms	observer	institutional	civilizational	analytical	national	false	0.720000	0.707798	snare	ok	snare	snare	immutable	constructed_high_extraction	false
democratic_legitimacy_reading	civil_liberties_monitors	observer	organized	biographical	analytical	national	true	0.720000	0.707798	snare	ok	snare	snare	changeable	constructed_high_extraction	true
demographic_resource_allocation	central_planning_apparatus	agenda_setter	institutional	generational	analytical	national	true	0.120000	-0.007605	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	true
demographic_resource_allocation	provincial_education_bureaus	payer	institutional	biographical	constrained	regional	true	0.870000	0.216019	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
demographic_resource_allocation	aging_cohort_services	beneficiary	organized	biographical	mobile	national	true	0.250000	0.019822	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
demographic_resource_allocation	young_families_in_tier_three_cities	payer	powerless	biographical	constrained	regional	true	0.870000	0.216019	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
demographic_resource_allocation	migrant_worker_households	excluded	powerless	immediate	trapped	local	false	0.950000	0.200584	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
demographic_resource_allocation	demographic_policy_analysts	observer	analytical	generational	analytical	national	true	0.720000	0.205490	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	true
demographic_skill_mismatch_c0	incumbent_blue_collar_workers	beneficiary	moderate	biographical	constrained	national	true	0.270000	0.025509	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
demographic_skill_mismatch_c0	younger_potential_entrants	excluded	moderate	biographical	mobile	national	false	0.900000	0.244549	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
demographic_skill_mismatch_c0	labor_intermediaries	beneficiary	organized	biographical	mobile	regional	true	0.250000	0.017840	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
demographic_skill_mismatch_c0	vocational_training_institutions	beneficiary	institutional	generational	constrained	national	true	0.270000	0.025509	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
demographic_skill_mismatch_c0	employers_requiring_manual_labor	payer	powerful	biographical	constrained	national	true	0.870000	0.240022	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
demographic_skill_mismatch_c0	end_consumers	payer	powerless	immediate	trapped	local	true	0.900000	0.195639	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
demographic_skill_mismatch_c0	labor_economists	observer	analytical	generational	analytical	global	true	0.720000	0.246588	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	true
developmental_harm_reading	chatbot_platform_operators	agenda_setter	institutional	generational	arbitrage	global	true	0.090000	-0.057190	rope	ok	rope	rope	changeable	constructed_high_extraction	false
developmental_harm_reading	minor_users_cece	payer	powerless	biographical	trapped	local	true	0.900000	0.782557	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
developmental_harm_reading	minor_users_zi	payer	powerless	biographical	trapped	local	true	0.900000	0.782557	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
developmental_harm_reading	parents_and_guardians	excluded	moderate	biographical	constrained	local	false	0.920000	0.791081	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
developmental_harm_reading	adult_users_roschelle	observer	moderate	biographical	constrained	local	true	0.740000	0.676439	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
developmental_harm_reading	developmental_psychology_researchers	observer	analytical	generational	analytical	global	true	0.720000	0.986350	unknown	ok	unknown	unknown	changeable	constructed_high_extraction	true
digital_money_legitimacy_flat_control	central_banks	agenda_setter	institutional	generational	arbitrage	national	true	0.090000	-0.045011	rope	ok	rope	rope	changeable	constructed_high_extraction	false
digital_money_legitimacy_flat_control	commercial_banking_sector	beneficiary	institutional	generational	constrained	national	true	0.270000	0.096366	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
digital_money_legitimacy_flat_control	payment_processors	beneficiary	powerful	biographical	mobile	global	true	0.250000	0.089861	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
digital_money_legitimacy_flat_control	cryptocurrency_users	payer	organized	biographical	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
digital_money_legitimacy_flat_control	unbanked_populations	payer	powerless	immediate	trapped	regional	true	0.900000	0.831467	snare	ok	snare	snare	immutable	constructed_high_extraction	false
digital_money_legitimacy_flat_control	cross_border_remitters	payer	moderate	immediate	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
digital_money_legitimacy_flat_control	fintech_innovators	payer	moderate	biographical	mobile	global	true	0.850000	1.072661	snare	ok	snare	snare	changeable	constructed_high_extraction	false
digital_money_legitimacy_flat_control	monetary_economists	observer	analytical	generational	analytical	global	true	0.720000	0.931553	snare	ok	snare	snare	changeable	constructed_high_extraction	true
disciplined_self_distrust_as_inherited_suppression	central_authority	agenda_setter	institutional	generational	arbitrage	national	true	0.090000	-0.046997	rope	ok	rope	rope	changeable	constructed_high_extraction	false
disciplined_self_distrust_as_inherited_suppression	capacity_holder_and_dependents	payer	moderate	biographical	identity_locked	local	true	0.890000	0.767159	snare	ok	snare	snare	changeable	constructed_high_extraction	false
disciplined_self_distrust_as_inherited_suppression	training_institution	agenda_setter	organized	generational	constrained	national	true	0.140000	-0.017196	rope	ok	rope	rope	changeable	constructed_high_extraction	false
disciplined_self_distrust_as_inherited_suppression	confirming_authority_apparatus	beneficiary	institutional	generational	arbitrage	national	true	0.220000	0.047614	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
disciplined_self_distrust_as_inherited_suppression	downstream_populations	excluded	powerless	immediate	trapped	regional	false	0.950000	0.890092	snare	ok	snare	snare	immutable	constructed_high_extraction	false
disciplined_self_distrust_as_inherited_suppression	crisis_investigators	observer	analytical	generational	analytical	national	true	0.720000	0.810542	snare	ok	snare	snare	changeable	constructed_high_extraction	true
dispositional_reading	character_education_institutions	agenda_setter	institutional	generational	constrained	national	true	0.140000	-0.016469	rope	ok	rope	rope	changeable	constructed_high_extraction	false
dispositional_reading	moral_development_professionals	beneficiary	organized	biographical	constrained	national	true	0.270000	0.096366	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
dispositional_reading	virtue_ethics_theorists	beneficiary	organized	generational	mobile	global	true	0.250000	0.089861	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
dispositional_reading	individuals_blamed_for_situational_failures	payer	powerless	biographical	identity_locked	local	true	0.890000	0.734743	snare	ok	snare	snare	changeable	constructed_high_extraction	false
dispositional_reading	marginalized_groups_pathologized_as_defective	payer	powerless	generational	trapped	national	true	0.900000	0.923852	snare	ok	snare	snare	immutable	constructed_high_extraction	false
dispositional_reading	situational_psychologists	excluded	organized	biographical	mobile	global	false	0.900000	1.108623	snare	ok	snare	snare	changeable	constructed_high_extraction	false
dispositional_reading	social_psychologists	observer	organized	biographical	analytical	global	true	0.720000	0.931553	snare	ok	snare	snare	changeable	constructed_high_extraction	true
distributed_verification	blockchain_infrastructure_providers	agenda_setter	institutional	generational	arbitrage	global	true	0.090000	-0.054013	rope	ok	rope	rope	changeable	constructed_high_extraction	false
distributed_verification	cryptographic_authentication_vendors	beneficiary	powerful	biographical	mobile	global	true	0.250000	0.089861	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
distributed_verification	early_adopter_institutions	beneficiary	institutional	biographical	constrained	national	true	0.270000	0.096366	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
distributed_verification	unconnected_populations	payer	powerless	immediate	trapped	regional	true	0.900000	0.831467	snare	ok	snare	snare	immutable	constructed_high_extraction	false
distributed_verification	legacy_forensic_practitioners	payer	moderate	biographical	constrained	national	true	0.870000	0.906748	snare	ok	snare	snare	immutable	constructed_high_extraction	false
distributed_verification	low_resource_claimants	payer	powerless	immediate	trapped	local	true	0.900000	0.739082	snare	ok	snare	snare	immutable	constructed_high_extraction	false
distributed_verification	device_manufacturers	payer	powerful	biographical	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
distributed_verification	platform_content_moderators	beneficiary	organized	biographical	mobile	global	true	0.250000	0.089861	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
distributed_verification	adversarial_state_actors	excluded	institutional	generational	arbitrage	national	false	0.870000	0.906748	snare	ok	snare	snare	changeable	constructed_high_extraction	false
distributed_verification	digital_rights_advocates	observer	organized	generational	analytical	global	true	0.720000	0.931553	snare	ok	snare	snare	changeable	constructed_high_extraction	true
domestic_currency_vs_external_settlement_seam	domestic_monetary_organ	agenda_setter	institutional	generational	analytical	national	true	0.120000	-0.011831	piton	ok	piton	unknown	changeable	false_ci_rope	true
domestic_currency_vs_external_settlement_seam	export_competitive_producers	beneficiary	organized	biographical	mobile	global	true	0.250000	0.037001	piton	ok	piton	rope	changeable	false_ci_rope	false
domestic_currency_vs_external_settlement_seam	sovereign_debt_holders_in_domestic_currency	beneficiary	organized	generational	mobile	national	true	0.250000	0.030835	piton	ok	piton	rope	changeable	false_ci_rope	false
domestic_currency_vs_external_settlement_seam	import_dependent_consumers	payer	powerless	immediate	trapped	national	true	0.900000	0.380410	piton	ok	piton	unknown	immutable	false_ci_rope	false
domestic_currency_vs_external_settlement_seam	foreign_currency_debtors	payer	moderate	biographical	constrained	national	true	0.870000	0.373367	piton	ok	piton	unknown	immutable	false_ci_rope	false
domestic_currency_vs_external_settlement_seam	external_creditors_holding_domestic_claims	excluded	powerful	biographical	mobile	global	false	0.900000	0.456492	piton	ok	piton	unknown	changeable	false_ci_rope	false
domestic_currency_vs_external_settlement_seam	state_organ_external_relations	agenda_setter	institutional	generational	constrained	global	true	0.140000	-0.008138	piton	ok	piton	rope	changeable	false_ci_rope	false
domestic_currency_vs_external_settlement_seam	constitutional_drafters_and_courts	observer	analytical	civilizational	analytical	national	true	0.720000	0.319650	piton	ok	piton	rope	immutable	false_ci_rope	false
doomsday_clock_metric__hybrid_legitimacy_reading	bulletin_of_the_atomic_scientists	agenda_setter	institutional	generational	constrained	global	true	0.140000	-0.011625	rope	ok	rope	rope	changeable	false_ci_rope	false
doomsday_clock_metric__hybrid_legitimacy_reading	existential_risk_researchers	beneficiary	organized	biographical	mobile	global	true	0.250000	0.052859	rope	ok	rope	rope	changeable	false_ci_rope	false
doomsday_clock_metric__hybrid_legitimacy_reading	public_discourse	payer	powerless	immediate	trapped	global	true	0.900000	0.652131	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
doomsday_clock_metric__hybrid_legitimacy_reading	policy_makers	payer	powerful	biographical	constrained	national	true	0.870000	0.533381	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
doomsday_clock_metric__hybrid_legitimacy_reading	scientific_community	excluded	institutional	generational	analytical	global	false	0.900000	0.652131	unknown	ok	unknown	unknown	changeable	false_ci_rope	true
drift_reading	drifted_speakers	payer	moderate	biographical	identity_locked	national	true	0.890000	0.783366	tangled_rope	ok	tangled_rope	tangled_rope	changeable	constructed_high_extraction	false
drift_reading	downstream_decision_targets	payer	powerless	immediate	trapped	regional	true	0.900000	0.709193	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
drift_reading	high_status_bravado_occupants	beneficiary	powerful	generational	arbitrage	national	true	0.220000	0.038896	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
drift_reading	reputation_market_incumbents	beneficiary	institutional	civilizational	arbitrage	global	true	0.220000	0.046675	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
drift_reading	low_status_challengers	payer	powerless	biographical	constrained	national	true	0.870000	0.773403	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
drift_reading	calibration_researchers	observer	analytical	generational	analytical	global	true	0.720000	0.794560	tangled_rope	ok	tangled_rope	tangled_rope	changeable	constructed_high_extraction	true
dueling_disappearance_mechanism__overdetermined_composite_reading	honor_culture_practitioners	payer	powerful	biographical	identity_locked	regional	true	0.890000	0.705030	snare	ok	snare	snare	changeable	constructed_high_extraction	false
dueling_disappearance_mechanism__overdetermined_composite_reading	institutional_legal_reformers	beneficiary	institutional	generational	arbitrage	national	true	0.220000	0.038896	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
dueling_disappearance_mechanism__overdetermined_composite_reading	industrial_bourgeoisie	beneficiary	organized	generational	arbitrage	national	true	0.220000	0.038896	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
dueling_disappearance_mechanism__overdetermined_composite_reading	nation_state_consolidators	agenda_setter	institutional	civilizational	analytical	national	true	0.120000	-0.024506	rope	ok	rope	rope	immutable	constructed_high_extraction	false
dueling_disappearance_mechanism__overdetermined_composite_reading	anti_dueling_cultural_advocates	beneficiary	moderate	biographical	mobile	regional	true	0.250000	0.057484	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
dueling_disappearance_mechanism__overdetermined_composite_reading	gentry_elites	payer	powerful	biographical	constrained	regional	true	0.870000	0.696062	snare	ok	snare	snare	immutable	constructed_high_extraction	false
dueling_disappearance_mechanism__overdetermined_composite_reading	military_officer_corps	payer	organized	biographical	identity_locked	national	true	0.890000	0.783366	snare	ok	snare	snare	changeable	constructed_high_extraction	false
dueling_disappearance_mechanism__overdetermined_composite_reading	civil_society_observers	observer	analytical	biographical	analytical	national	true	0.720000	0.662133	snare	ok	snare	snare	changeable	constructed_high_extraction	true
emotivism_as_diagnosis_vs_practice	author_self_consistency_narrative	beneficiary	institutional	biographical	arbitrage	national	true	0.220000	0.041579	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
emotivism_as_diagnosis_vs_practice	argumentative_coherence	payer	analytical	civilizational	trapped	universal	true	0.900000	0.842336	tangled_rope	ok	tangled_rope	tangled_rope	changeable	constructed_high_extraction	false
emotivism_as_diagnosis_vs_practice	readers_persuaded_by_diagnosis	beneficiary	moderate	biographical	constrained	national	true	0.270000	0.087863	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
emotivism_as_diagnosis_vs_practice	targets_of_shaming_language	excluded	powerless	immediate	trapped	local	false	0.950000	0.690901	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
emotivism_as_diagnosis_vs_practice	metaethical_realist_critics	observer	analytical	generational	analytical	universal	true	0.720000	0.707798	tangled_rope	ok	tangled_rope	tangled_rope	changeable	constructed_high_extraction	true
empathy_simulation_reading	competitive_debate_participants	beneficiary	moderate	biographical	mobile	regional	true	0.250000	0.027751	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
empathy_simulation_reading	debate_coaches_and_programs	agenda_setter	organized	generational	mobile	national	true	0.120000	-0.011831	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
empathy_simulation_reading	fellow_citizens_encountered_in_deliberation	beneficiary	powerless	generational	analytical	local	true	0.250000	0.024668	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
empathy_simulation_reading	skeptical_debate_theorists	excluded	moderate	biographical	mobile	national	false	0.900000	0.380410	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
empathy_simulation_reading	external_social_psychology_researchers	observer	institutional	generational	analytical	national	true	0.720000	0.319650	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
empirical_precedent_reading	competitive_debaters_running_fiat	agenda_setter	moderate	biographical	mobile	national	true	0.120000	-0.017746	rope	ok	rope	rope	changeable	false_ci_rope	false
empirical_precedent_reading	opposing_debaters_forced_to_engage_analogy	payer	moderate	immediate	constrained	national	true	0.870000	0.560050	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
empirical_precedent_reading	coaching_programs_teaching_activism_framing	beneficiary	organized	generational	mobile	national	true	0.250000	0.046252	rope	ok	rope	rope	changeable	false_ci_rope	false
empirical_precedent_reading	debate_institutions_claiming_civic_relevance	beneficiary	institutional	generational	arbitrage	national	true	0.220000	0.028166	rope	ok	rope	rope	changeable	false_ci_rope	false
empirical_precedent_reading	historical_movement_participants_instrumentalized_as_evidence	excluded	powerless	generational	trapped	global	false	0.950000	0.702044	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
empirical_precedent_reading	communities_named_in_analogized_movements_bds_vietnam_neoliberalism	excluded	powerless	civilizational	trapped	global	false	0.950000	0.702044	unknown	ok	unknown	unknown	changeable	false_ci_rope	false
empirical_precedent_reading	judges_and_tournament_administrators	observer	institutional	biographical	analytical	national	true	0.720000	0.479476	unknown	ok	unknown	unknown	changeable	false_ci_rope	true
empty_shell_tolerance	boomer_women_in_unsatisfying_marriages	beneficiary	moderate	biographical	constrained	national	true	0.270000	0.039680	scaffold	ok	scaffold	scaffold	immutable	false_ci_rope	false
empty_shell_tolerance	boomer_men_seeking_exit	beneficiary	moderate	biographical	mobile	national	true	0.250000	0.030835	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
empty_shell_tolerance	economically_dependent_spouses	payer	powerless	biographical	trapped	national	true	0.900000	0.380410	scaffold	ok	scaffold	scaffold	immutable	false_ci_rope	false
empty_shell_tolerance	religious_traditionalists	payer	organized	generational	identity_locked	national	true	0.890000	0.378177	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
empty_shell_tolerance	adult_children_of_divorced_boomers	beneficiary	moderate	biographical	mobile	national	true	0.250000	0.030835	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
empty_shell_tolerance	family_sociologists	observer	analytical	generational	analytical	national	true	0.720000	0.319650	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
epistemic_collapse	generative_ai_platforms	agenda_setter	institutional	biographical	arbitrage	global	true	0.090000	-0.065133	rope	ok	rope	rope	changeable	constructed_high_extraction	false
epistemic_collapse	disinformation_actors	beneficiary	organized	immediate	mobile	global	true	0.250000	0.108361	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
epistemic_collapse	authoritarian_regimes	beneficiary	institutional	generational	constrained	national	true	0.270000	0.116207	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
epistemic_collapse	journalism_institutions	payer	organized	biographical	identity_locked	global	true	0.890000	1.329021	snare	ok	snare	snare	changeable	constructed_high_extraction	false
epistemic_collapse	judicial_systems	payer	institutional	generational	identity_locked	national	true	0.890000	1.107518	snare	ok	snare	snare	changeable	constructed_high_extraction	false
epistemic_collapse	democratic_publics	payer	organized	biographical	trapped	global	true	0.900000	1.336869	snare	ok	snare	snare	immutable	constructed_high_extraction	false
epistemic_collapse	forensic_investigators	payer	moderate	biographical	identity_locked	global	true	0.890000	1.329021	snare	ok	snare	snare	changeable	constructed_high_extraction	false
epistemic_collapse	verification_technology_vendors	beneficiary	powerful	biographical	mobile	global	true	0.250000	0.108361	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
epistemic_collapse	content_authentication_researchers	observer	moderate	biographical	analytical	global	true	0.720000	1.123343	snare	ok	snare	snare	changeable	constructed_high_extraction	true
epistemic_inadmissibility_of_tacit_expertise	institutional_continuity_and_credentialing_authority	agenda_setter	institutional	civilizational	arbitrage	national	true	0.090000	-0.045011	rope	ok	rope	rope	changeable	constructed_high_extraction	false
epistemic_inadmissibility_of_tacit_expertise	unlicensed_practitioners_whose_knowledge_produced_the_outcome	payer	powerless	biographical	trapped	local	true	0.900000	0.739082	snare	ok	snare	snare	immutable	constructed_high_extraction	false
epistemic_inadmissibility_of_tacit_expertise	credentialed_expert_witnesses	beneficiary	organized	generational	mobile	national	true	0.250000	0.074884	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
epistemic_inadmissibility_of_tacit_expertise	adjudicating_body	agenda_setter	institutional	generational	constrained	national	true	0.140000	-0.016469	rope	ok	rope	rope	changeable	constructed_high_extraction	false
epistemic_inadmissibility_of_tacit_expertise	downstream_parties_relying_on_the_ruling	payer	moderate	biographical	constrained	regional	true	0.870000	0.816073	snare	ok	snare	snare	immutable	constructed_high_extraction	false
epistemic_inadmissibility_of_tacit_expertise	professional_licensing_boards	excluded	organized	generational	arbitrage	national	false	0.870000	0.906748	snare	ok	snare	snare	changeable	constructed_high_extraction	false
epistemic_inadmissibility_of_tacit_expertise	legal_and_epistemic_historians	observer	analytical	civilizational	analytical	global	true	0.720000	0.931553	snare	ok	snare	snare	immutable	constructed_high_extraction	false
epsilon_substrate_dependency	framework_architects	agenda_setter	institutional	generational	arbitrage	universal	true	0.090000	-0.045011	rope	ok	rope	rope	changeable	constructed_high_extraction	false
epsilon_substrate_dependency	analytical_flexibility	beneficiary	analytical	civilizational	analytical	universal	false	0.250000	0.074884	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
epsilon_substrate_dependency	empirical_grounding_expectation	payer	analytical	civilizational	identity_locked	universal	false	0.890000	0.918429	snare	ok	snare	snare	changeable	constructed_high_extraction	false
epsilon_substrate_dependency	cross_reading_comparability	payer	analytical	generational	constrained	universal	false	0.870000	0.906748	snare	ok	snare	snare	changeable	constructed_high_extraction	false
epsilon_substrate_dependency	external_auditors	payer	institutional	biographical	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
epsilon_substrate_dependency	story_generators	payer	moderate	biographical	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
epsilon_substrate_dependency	framework_consumers	observer	organized	biographical	mobile	global	true	0.720000	0.931553	snare	ok	snare	snare	changeable	constructed_high_extraction	false
evaluator_incentive_asymmetry	high_throughput_evaluators	beneficiary	institutional	biographical	mobile	national	true	0.250000	0.063872	piton	ok	piton	scaffold	changeable	false_ci_rope	false
evaluator_incentive_asymmetry	volume_optimizing_institutions	beneficiary	institutional	generational	arbitrage	national	true	0.220000	0.038896	piton	ok	piton	scaffold	changeable	false_ci_rope	false
evaluator_incentive_asymmetry	individual_contributors_with_illegible_authorship	payer	moderate	biographical	constrained	national	true	0.870000	0.773403	piton	ok	piton	unknown	immutable	false_ci_rope	false
evaluator_incentive_asymmetry	polished_single_author_submitters	beneficiary	moderate	biographical	mobile	national	true	0.250000	0.063872	piton	ok	piton	scaffold	changeable	false_ci_rope	false
evaluator_incentive_asymmetry	provenance_verification_infrastructure	excluded	powerless	generational	trapped	national	false	0.950000	0.807908	piton	ok	piton	unknown	immutable	false_ci_rope	false
evaluator_incentive_asymmetry	researchers_of_evaluation_bias	observer	analytical	generational	analytical	global	true	0.720000	0.794560	piton	ok	piton	unknown	changeable	false_ci_rope	true
exile_reading	central_bank_technocracy	agenda_setter	institutional	generational	arbitrage	national	true	0.090000	-0.041039	rope	ok	rope	rope	changeable	constructed_high_extraction	false
exile_reading	incumbent_financial_intermediaries	beneficiary	organized	biographical	mobile	national	true	0.250000	0.068277	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
exile_reading	currency_holders	payer	powerless	biographical	trapped	national	true	0.900000	0.842336	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
exile_reading	future_rule_takers	payer	powerless	generational	trapped	national	true	0.900000	0.842336	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
exile_reading	legislature	excluded	powerful	biographical	constrained	national	false	0.920000	0.851511	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
exile_reading	constitutional_economists	observer	analytical	civilizational	analytical	global	true	0.720000	0.849357	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
exit_option_reading	exit_foreclosing_incumbents	agenda_setter	institutional	generational	arbitrage	national	true	0.090000	-0.041039	rope	ok	rope	rope	changeable	constructed_high_extraction	false
exit_option_reading	commitment_apparatus_administrators	beneficiary	organized	biographical	mobile	national	true	0.250000	0.068277	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
exit_option_reading	exit_priced_out_participants	payer	moderate	biographical	trapped	national	true	0.900000	0.842336	snare	ok	snare	snare	immutable	constructed_high_extraction	false
exit_option_reading	genuine_cooperators_undercut_by_fake_commitment	payer	moderate	biographical	constrained	national	true	0.870000	0.826741	snare	ok	snare	snare	immutable	constructed_high_extraction	false
exit_option_reading	strategic_pretenders	beneficiary	moderate	immediate	constrained	national	true	0.270000	0.087863	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
exit_option_reading	audit_and_signaling_theorists	excluded	analytical	generational	analytical	global	false	0.900000	1.010803	snare	ok	snare	snare	changeable	constructed_high_extraction	true
exit_option_reading	game_theoretic_analysts	observer	analytical	civilizational	analytical	global	true	0.720000	0.849357	snare	ok	snare	snare	immutable	constructed_high_extraction	false
exit_suppression_mechanism	h2a_certified_employers	beneficiary	institutional	biographical	arbitrage	national	true	0.220000	0.045602	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
exit_suppression_mechanism	h2a_workers	payer	powerless	immediate	trapped	national	true	0.900000	0.923852	snare	ok	snare	snare	immutable	constructed_high_extraction	false
exit_suppression_mechanism	us_domestic_farmworkers	excluded	powerless	biographical	constrained	national	false	0.920000	0.933915	snare	ok	snare	snare	immutable	constructed_high_extraction	false
exit_suppression_mechanism	dol_ofcc	agenda_setter	institutional	generational	analytical	national	true	0.120000	-0.028731	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	true
exit_suppression_mechanism	usda_nass	agenda_setter	institutional	biographical	constrained	national	true	0.140000	-0.016469	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
exit_suppression_mechanism	gao_crs	observer	institutional	generational	analytical	national	true	0.720000	0.776294	snare	ok	snare	snare	changeable	constructed_high_extraction	true
expressive_attribution_reading	platform_operators	agenda_setter	institutional	generational	arbitrage	global	true	0.090000	-0.054013	rope	ok	rope	rope	changeable	constructed_high_extraction	false
