id	obs	gateval	type
dueling_disappearance_mechanism__overdetermined_composite_reading	powerless	0.9000	snare
dueling_disappearance_mechanism__overdetermined_composite_reading	moderate	0.0000	rope
dueling_disappearance_mechanism__overdetermined_composite_reading	moderate	0.3500	unknown
dueling_disappearance_mechanism__overdetermined_composite_reading	moderate	0.4500	tangled_rope
dueling_disappearance_mechanism__overdetermined_composite_reading	moderate	0.6600	snare
dueling_disappearance_mechanism__overdetermined_composite_reading	moderate	0.9000	snare
dueling_disappearance_mechanism__overdetermined_composite_reading	institutional	0.0000	rope
dueling_disappearance_mechanism__overdetermined_composite_reading	institutional	0.3500	unknown
dueling_disappearance_mechanism__overdetermined_composite_reading	institutional	0.4500	tangled_rope
dueling_disappearance_mechanism__overdetermined_composite_reading	institutional	0.6600	snare
dueling_disappearance_mechanism__overdetermined_composite_reading	institutional	0.9000	snare
dueling_disappearance_mechanism__overdetermined_composite_reading	analytical	0.0000	rope
dueling_disappearance_mechanism__overdetermined_composite_reading	analytical	0.3500	unknown
dueling_disappearance_mechanism__overdetermined_composite_reading	analytical	0.4500	tangled_rope
dueling_disappearance_mechanism__overdetermined_composite_reading	analytical	0.6600	snare
dueling_disappearance_mechanism__overdetermined_composite_reading	analytical	0.9000	snare
empty_shell_tolerance	powerless	0.0000	scaffold
empty_shell_tolerance	powerless	0.3500	scaffold
empty_shell_tolerance	powerless	0.4500	scaffold
empty_shell_tolerance	powerless	0.6600	unknown
empty_shell_tolerance	powerless	0.9000	unknown
empty_shell_tolerance	moderate	0.0000	scaffold
empty_shell_tolerance	moderate	0.3500	scaffold
empty_shell_tolerance	moderate	0.4500	scaffold
empty_shell_tolerance	moderate	0.6600	unknown
empty_shell_tolerance	moderate	0.9000	unknown
empty_shell_tolerance	institutional	0.0000	scaffold
empty_shell_tolerance	institutional	0.3500	scaffold
empty_shell_tolerance	institutional	0.4500	scaffold
empty_shell_tolerance	institutional	0.6600	unknown
empty_shell_tolerance	institutional	0.9000	unknown
empty_shell_tolerance	analytical	0.0000	scaffold
empty_shell_tolerance	analytical	0.3500	scaffold
empty_shell_tolerance	analytical	0.4500	scaffold
empty_shell_tolerance	analytical	0.6600	unknown
empty_shell_tolerance	analytical	0.9000	unknown
epistemic_collapse	powerless	0.0000	naturalized
epistemic_collapse	powerless	0.3500	unknown
epistemic_collapse	powerless	0.4500	tangled_rope
epistemic_collapse	powerless	0.6600	snare
epistemic_collapse	powerless	0.9000	snare
epistemic_collapse	moderate	0.0000	rope
epistemic_collapse	moderate	0.3500	unknown
epistemic_collapse	moderate	0.4500	tangled_rope
epistemic_collapse	moderate	0.6600	snare
epistemic_collapse	moderate	0.9000	snare
epistemic_collapse	institutional	0.0000	rope
epistemic_collapse	institutional	0.3500	unknown
epistemic_collapse	institutional	0.4500	tangled_rope
epistemic_collapse	institutional	0.6600	snare
epistemic_collapse	institutional	0.9000	snare
epistemic_collapse	analytical	0.0000	rope
epistemic_collapse	analytical	0.3500	unknown
epistemic_collapse	analytical	0.4500	tangled_rope
epistemic_collapse	analytical	0.6600	snare
epistemic_collapse	analytical	0.9000	snare
equal_protection_kernel__colorblind_reading	powerless	0.0000	naturalized
equal_protection_kernel__colorblind_reading	powerless	0.3500	unknown
equal_protection_kernel__colorblind_reading	powerless	0.4500	tangled_rope
equal_protection_kernel__colorblind_reading	powerless	0.6600	tangled_rope
equal_protection_kernel__colorblind_reading	powerless	0.9000	tangled_rope
equal_protection_kernel__colorblind_reading	moderate	0.0000	rope
equal_protection_kernel__colorblind_reading	moderate	0.3500	unknown
equal_protection_kernel__colorblind_reading	moderate	0.4500	tangled_rope
equal_protection_kernel__colorblind_reading	moderate	0.6600	tangled_rope
equal_protection_kernel__colorblind_reading	moderate	0.9000	tangled_rope
equal_protection_kernel__colorblind_reading	institutional	0.0000	rope
equal_protection_kernel__colorblind_reading	institutional	0.3500	unknown
equal_protection_kernel__colorblind_reading	institutional	0.4500	tangled_rope
equal_protection_kernel__colorblind_reading	institutional	0.6600	tangled_rope
equal_protection_kernel__colorblind_reading	institutional	0.9000	tangled_rope
equal_protection_kernel__colorblind_reading	analytical	0.0000	rope
equal_protection_kernel__colorblind_reading	analytical	0.3500	unknown
equal_protection_kernel__colorblind_reading	analytical	0.4500	tangled_rope
equal_protection_kernel__colorblind_reading	analytical	0.6600	tangled_rope
equal_protection_kernel__colorblind_reading	analytical	0.9000	tangled_rope
fictional_construct_reading	powerless	0.0000	scaffold
fictional_construct_reading	powerless	0.3500	scaffold
fictional_construct_reading	powerless	0.4500	scaffold
fictional_construct_reading	powerless	0.6600	unknown
fictional_construct_reading	powerless	0.9000	unknown
fictional_construct_reading	moderate	0.0000	scaffold
fictional_construct_reading	moderate	0.3500	scaffold
fictional_construct_reading	moderate	0.4500	scaffold
fictional_construct_reading	moderate	0.6600	unknown
fictional_construct_reading	moderate	0.9000	unknown
fictional_construct_reading	institutional	0.0000	scaffold
fictional_construct_reading	institutional	0.3500	scaffold
fictional_construct_reading	institutional	0.4500	scaffold
fictional_construct_reading	institutional	0.6600	unknown
fictional_construct_reading	institutional	0.9000	unknown
fictional_construct_reading	analytical	0.0000	scaffold
fictional_construct_reading	analytical	0.3500	scaffold
fictional_construct_reading	analytical	0.4500	scaffold
fictional_construct_reading	analytical	0.6600	unknown
fictional_construct_reading	analytical	0.9000	unknown
fourteenth_amendment_equal_protection__formal_equality_reading	powerless	0.0000	naturalized
fourteenth_amendment_equal_protection__formal_equality_reading	powerless	0.3500	unknown
fourteenth_amendment_equal_protection__formal_equality_reading	powerless	0.4500	tangled_rope
fourteenth_amendment_equal_protection__formal_equality_reading	powerless	0.6600	snare
fourteenth_amendment_equal_protection__formal_equality_reading	powerless	0.9000	snare
fourteenth_amendment_equal_protection__formal_equality_reading	moderate	0.0000	rope
fourteenth_amendment_equal_protection__formal_equality_reading	moderate	0.3500	unknown
fourteenth_amendment_equal_protection__formal_equality_reading	moderate	0.4500	tangled_rope
fourteenth_amendment_equal_protection__formal_equality_reading	moderate	0.6600	snare
fourteenth_amendment_equal_protection__formal_equality_reading	moderate	0.9000	snare
fourteenth_amendment_equal_protection__formal_equality_reading	institutional	0.0000	rope
fourteenth_amendment_equal_protection__formal_equality_reading	institutional	0.3500	unknown
fourteenth_amendment_equal_protection__formal_equality_reading	institutional	0.4500	tangled_rope
fourteenth_amendment_equal_protection__formal_equality_reading	institutional	0.6600	snare
fourteenth_amendment_equal_protection__formal_equality_reading	institutional	0.9000	snare
fourteenth_amendment_equal_protection__formal_equality_reading	analytical	0.0000	rope
fourteenth_amendment_equal_protection__formal_equality_reading	analytical	0.3500	unknown
fourteenth_amendment_equal_protection__formal_equality_reading	analytical	0.4500	tangled_rope
fourteenth_amendment_equal_protection__formal_equality_reading	analytical	0.6600	snare
fourteenth_amendment_equal_protection__formal_equality_reading	analytical	0.9000	snare
gendered_outcome_asymmetry	powerless	0.0000	naturalized
gendered_outcome_asymmetry	powerless	0.3500	unknown
gendered_outcome_asymmetry	powerless	0.4500	tangled_rope
gendered_outcome_asymmetry	powerless	0.6600	snare
gendered_outcome_asymmetry	powerless	0.9000	snare
gendered_outcome_asymmetry	moderate	0.0000	rope
gendered_outcome_asymmetry	moderate	0.3500	unknown
gendered_outcome_asymmetry	moderate	0.4500	tangled_rope
gendered_outcome_asymmetry	moderate	0.6600	snare
gendered_outcome_asymmetry	moderate	0.9000	snare
gendered_outcome_asymmetry	institutional	0.0000	rope
gendered_outcome_asymmetry	institutional	0.3500	unknown
gendered_outcome_asymmetry	institutional	0.4500	tangled_rope
gendered_outcome_asymmetry	institutional	0.6600	snare
gendered_outcome_asymmetry	institutional	0.9000	snare
gendered_outcome_asymmetry	analytical	0.0000	rope
gendered_outcome_asymmetry	analytical	0.3500	unknown
gendered_outcome_asymmetry	analytical	0.4500	tangled_rope
gendered_outcome_asymmetry	analytical	0.6600	snare
gendered_outcome_asymmetry	analytical	0.9000	snare
geopolitical_settlement_competition	powerless	0.0000	naturalized
geopolitical_settlement_competition	powerless	0.3500	unknown
geopolitical_settlement_competition	powerless	0.4500	tangled_rope
geopolitical_settlement_competition	powerless	0.6600	snare
geopolitical_settlement_competition	powerless	0.9000	snare
geopolitical_settlement_competition	moderate	0.0000	rope
geopolitical_settlement_competition	moderate	0.3500	unknown
geopolitical_settlement_competition	moderate	0.4500	tangled_rope
geopolitical_settlement_competition	moderate	0.6600	snare
geopolitical_settlement_competition	moderate	0.9000	snare
geopolitical_settlement_competition	institutional	0.0000	rope
geopolitical_settlement_competition	institutional	0.3500	unknown
geopolitical_settlement_competition	institutional	0.4500	tangled_rope
geopolitical_settlement_competition	institutional	0.6600	snare
geopolitical_settlement_competition	institutional	0.9000	snare
geopolitical_settlement_competition	analytical	0.0000	rope
geopolitical_settlement_competition	analytical	0.3500	unknown
geopolitical_settlement_competition	analytical	0.4500	tangled_rope
geopolitical_settlement_competition	analytical	0.6600	snare
geopolitical_settlement_competition	analytical	0.9000	snare
gita_kurukshetra_discourse__gandhian_allegorical_reading	powerless	0.0000	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	powerless	0.3500	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	powerless	0.4500	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	powerless	0.6600	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	powerless	0.9000	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	moderate	0.0000	rope
gita_kurukshetra_discourse__gandhian_allegorical_reading	moderate	0.3500	rope
gita_kurukshetra_discourse__gandhian_allegorical_reading	moderate	0.4500	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	moderate	0.6600	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	moderate	0.9000	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	institutional	0.0000	rope
gita_kurukshetra_discourse__gandhian_allegorical_reading	institutional	0.3500	rope
gita_kurukshetra_discourse__gandhian_allegorical_reading	institutional	0.4500	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	institutional	0.6600	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	institutional	0.9000	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	analytical	0.0000	rope
gita_kurukshetra_discourse__gandhian_allegorical_reading	analytical	0.3500	rope
gita_kurukshetra_discourse__gandhian_allegorical_reading	analytical	0.4500	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	analytical	0.6600	unknown
gita_kurukshetra_discourse__gandhian_allegorical_reading	analytical	0.9000	unknown
historical_treaty_substrate__stewardship_reading	powerless	0.0000	unknown
historical_treaty_substrate__stewardship_reading	powerless	0.3500	unknown
historical_treaty_substrate__stewardship_reading	powerless	0.4500	unknown
historical_treaty_substrate__stewardship_reading	powerless	0.6600	unknown
historical_treaty_substrate__stewardship_reading	powerless	0.9000	unknown
historical_treaty_substrate__stewardship_reading	moderate	0.0000	rope
historical_treaty_substrate__stewardship_reading	moderate	0.3500	rope
historical_treaty_substrate__stewardship_reading	moderate	0.4500	unknown
historical_treaty_substrate__stewardship_reading	moderate	0.6600	unknown
historical_treaty_substrate__stewardship_reading	moderate	0.9000	unknown
historical_treaty_substrate__stewardship_reading	institutional	0.0000	rope
historical_treaty_substrate__stewardship_reading	institutional	0.3500	rope
historical_treaty_substrate__stewardship_reading	institutional	0.4500	unknown
historical_treaty_substrate__stewardship_reading	institutional	0.6600	unknown
historical_treaty_substrate__stewardship_reading	institutional	0.9000	unknown
historical_treaty_substrate__stewardship_reading	analytical	0.0000	rope
historical_treaty_substrate__stewardship_reading	analytical	0.3500	rope
historical_treaty_substrate__stewardship_reading	analytical	0.4500	unknown
historical_treaty_substrate__stewardship_reading	analytical	0.6600	unknown
historical_treaty_substrate__stewardship_reading	analytical	0.9000	unknown
indexical_realism	powerless	0.0000	naturalized
indexical_realism	powerless	0.3500	unknown
indexical_realism	powerless	0.4500	tangled_rope
indexical_realism	powerless	0.6600	snare
indexical_realism	powerless	0.9000	snare
indexical_realism	moderate	0.0000	rope
indexical_realism	moderate	0.3500	unknown
indexical_realism	moderate	0.4500	tangled_rope
indexical_realism	moderate	0.6600	snare
indexical_realism	moderate	0.9000	snare
indexical_realism	institutional	0.0000	rope
indexical_realism	institutional	0.3500	unknown
indexical_realism	institutional	0.4500	tangled_rope
indexical_realism	institutional	0.6600	snare
indexical_realism	institutional	0.9000	snare
indexical_realism	analytical	0.0000	rope
indexical_realism	analytical	0.3500	unknown
indexical_realism	analytical	0.4500	tangled_rope
indexical_realism	analytical	0.6600	snare
indexical_realism	analytical	0.9000	snare
institutional_barrier_structure	powerless	0.0000	naturalized
institutional_barrier_structure	powerless	0.3500	unknown
institutional_barrier_structure	powerless	0.4500	tangled_rope
institutional_barrier_structure	powerless	0.6600	snare
institutional_barrier_structure	powerless	0.9000	snare
institutional_barrier_structure	moderate	0.0000	rope
institutional_barrier_structure	moderate	0.3500	unknown
institutional_barrier_structure	moderate	0.4500	tangled_rope
institutional_barrier_structure	moderate	0.6600	snare
institutional_barrier_structure	moderate	0.9000	snare
institutional_barrier_structure	institutional	0.0000	rope
institutional_barrier_structure	institutional	0.3500	unknown
institutional_barrier_structure	institutional	0.4500	tangled_rope
institutional_barrier_structure	institutional	0.6600	snare
institutional_barrier_structure	institutional	0.9000	snare
institutional_barrier_structure	analytical	0.0000	rope
institutional_barrier_structure	analytical	0.3500	unknown
institutional_barrier_structure	analytical	0.4500	tangled_rope
institutional_barrier_structure	analytical	0.6600	snare
institutional_barrier_structure	analytical	0.9000	snare
institutional_trust_erosion_c0	powerless	0.0000	rope
institutional_trust_erosion_c0	powerless	0.3500	unknown
institutional_trust_erosion_c0	powerless	0.4500	unknown
institutional_trust_erosion_c0	powerless	0.6600	unknown
institutional_trust_erosion_c0	powerless	0.9000	unknown
institutional_trust_erosion_c0	moderate	0.0000	rope
institutional_trust_erosion_c0	moderate	0.3500	unknown
institutional_trust_erosion_c0	moderate	0.4500	unknown
institutional_trust_erosion_c0	moderate	0.6600	unknown
institutional_trust_erosion_c0	moderate	0.9000	unknown
institutional_trust_erosion_c0	institutional	0.0000	rope
institutional_trust_erosion_c0	institutional	0.3500	unknown
institutional_trust_erosion_c0	institutional	0.4500	unknown
institutional_trust_erosion_c0	institutional	0.6600	unknown
institutional_trust_erosion_c0	institutional	0.9000	unknown
institutional_trust_erosion_c0	analytical	0.0000	rope
institutional_trust_erosion_c0	analytical	0.3500	unknown
institutional_trust_erosion_c0	analytical	0.4500	unknown
institutional_trust_erosion_c0	analytical	0.6600	unknown
institutional_trust_erosion_c0	analytical	0.9000	unknown
institutional_validation_reading	powerless	0.0000	naturalized
institutional_validation_reading	powerless	0.3500	unknown
institutional_validation_reading	powerless	0.4500	tangled_rope
institutional_validation_reading	powerless	0.6600	snare
institutional_validation_reading	powerless	0.9000	snare
institutional_validation_reading	moderate	0.0000	rope
institutional_validation_reading	moderate	0.3500	unknown
institutional_validation_reading	moderate	0.4500	tangled_rope
institutional_validation_reading	moderate	0.6600	snare
institutional_validation_reading	moderate	0.9000	snare
institutional_validation_reading	institutional	0.0000	rope
institutional_validation_reading	institutional	0.3500	unknown
institutional_validation_reading	institutional	0.4500	tangled_rope
institutional_validation_reading	institutional	0.6600	snare
institutional_validation_reading	institutional	0.9000	snare
institutional_validation_reading	analytical	0.0000	rope
institutional_validation_reading	analytical	0.3500	unknown
institutional_validation_reading	analytical	0.4500	tangled_rope
institutional_validation_reading	analytical	0.6600	snare
institutional_validation_reading	analytical	0.9000	snare
institutional_verification_collapse	powerless	0.0000	naturalized
institutional_verification_collapse	powerless	0.3500	unknown
institutional_verification_collapse	powerless	0.4500	tangled_rope
institutional_verification_collapse	powerless	0.6600	snare
institutional_verification_collapse	powerless	0.9000	snare
institutional_verification_collapse	moderate	0.0000	rope
institutional_verification_collapse	moderate	0.3500	unknown
institutional_verification_collapse	moderate	0.4500	tangled_rope
institutional_verification_collapse	moderate	0.6600	snare
institutional_verification_collapse	moderate	0.9000	snare
institutional_verification_collapse	institutional	0.0000	rope
institutional_verification_collapse	institutional	0.3500	unknown
institutional_verification_collapse	institutional	0.4500	tangled_rope
institutional_verification_collapse	institutional	0.6600	snare
institutional_verification_collapse	institutional	0.9000	snare
institutional_verification_collapse	analytical	0.0000	rope
institutional_verification_collapse	analytical	0.3500	unknown
institutional_verification_collapse	analytical	0.4500	tangled_rope
institutional_verification_collapse	analytical	0.6600	snare
institutional_verification_collapse	analytical	0.9000	snare
interactionist_reading	powerless	0.0000	scaffold
interactionist_reading	powerless	0.3500	scaffold
interactionist_reading	powerless	0.4500	scaffold
interactionist_reading	powerless	0.6600	unknown
interactionist_reading	powerless	0.9000	unknown
interactionist_reading	moderate	0.0000	scaffold
interactionist_reading	moderate	0.3500	scaffold
interactionist_reading	moderate	0.4500	scaffold
interactionist_reading	moderate	0.6600	unknown
interactionist_reading	moderate	0.9000	unknown
interactionist_reading	institutional	0.0000	scaffold
interactionist_reading	institutional	0.3500	scaffold
interactionist_reading	institutional	0.4500	scaffold
interactionist_reading	institutional	0.6600	unknown
interactionist_reading	institutional	0.9000	unknown
interactionist_reading	analytical	0.0000	scaffold
interactionist_reading	analytical	0.3500	scaffold
interactionist_reading	analytical	0.4500	scaffold
interactionist_reading	analytical	0.6600	unknown
interactionist_reading	analytical	0.9000	unknown
intervention_target_selection	powerless	0.0000	naturalized
intervention_target_selection	powerless	0.3500	unknown
intervention_target_selection	powerless	0.4500	tangled_rope
intervention_target_selection	powerless	0.6600	snare
intervention_target_selection	powerless	0.9000	snare
intervention_target_selection	moderate	0.0000	rope
intervention_target_selection	moderate	0.3500	unknown
intervention_target_selection	moderate	0.4500	tangled_rope
intervention_target_selection	moderate	0.6600	snare
intervention_target_selection	moderate	0.9000	snare
intervention_target_selection	institutional	0.0000	rope
intervention_target_selection	institutional	0.3500	unknown
intervention_target_selection	institutional	0.4500	tangled_rope
intervention_target_selection	institutional	0.6600	snare
intervention_target_selection	institutional	0.9000	snare
intervention_target_selection	analytical	0.0000	rope
intervention_target_selection	analytical	0.3500	unknown
intervention_target_selection	analytical	0.4500	tangled_rope
intervention_target_selection	analytical	0.6600	snare
intervention_target_selection	analytical	0.9000	snare
jewish_self_determination__indigenous_return_reading	powerless	0.0000	scaffold
jewish_self_determination__indigenous_return_reading	powerless	0.3500	scaffold
jewish_self_determination__indigenous_return_reading	powerless	0.4500	scaffold
jewish_self_determination__indigenous_return_reading	powerless	0.6600	snare
jewish_self_determination__indigenous_return_reading	powerless	0.9000	snare
jewish_self_determination__indigenous_return_reading	moderate	0.0000	scaffold
jewish_self_determination__indigenous_return_reading	moderate	0.3500	scaffold
jewish_self_determination__indigenous_return_reading	moderate	0.4500	scaffold
jewish_self_determination__indigenous_return_reading	moderate	0.6600	snare
jewish_self_determination__indigenous_return_reading	moderate	0.9000	snare
jewish_self_determination__indigenous_return_reading	institutional	0.0000	scaffold
jewish_self_determination__indigenous_return_reading	institutional	0.3500	scaffold
jewish_self_determination__indigenous_return_reading	institutional	0.4500	scaffold
jewish_self_determination__indigenous_return_reading	institutional	0.6600	snare
jewish_self_determination__indigenous_return_reading	institutional	0.9000	snare
jewish_self_determination__indigenous_return_reading	analytical	0.0000	scaffold
jewish_self_determination__indigenous_return_reading	analytical	0.3500	scaffold
jewish_self_determination__indigenous_return_reading	analytical	0.4500	scaffold
jewish_self_determination__indigenous_return_reading	analytical	0.6600	snare
jewish_self_determination__indigenous_return_reading	analytical	0.9000	snare
jewish_sovereignty_palestine__cultural_zionist_reading	powerless	0.0000	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	powerless	0.3500	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	powerless	0.4500	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	powerless	0.6600	unknown
jewish_sovereignty_palestine__cultural_zionist_reading	powerless	0.9000	unknown
jewish_sovereignty_palestine__cultural_zionist_reading	moderate	0.0000	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	moderate	0.3500	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	moderate	0.4500	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	moderate	0.6600	unknown
jewish_sovereignty_palestine__cultural_zionist_reading	moderate	0.9000	unknown
jewish_sovereignty_palestine__cultural_zionist_reading	institutional	0.0000	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	institutional	0.3500	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	institutional	0.4500	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	institutional	0.6600	unknown
jewish_sovereignty_palestine__cultural_zionist_reading	institutional	0.9000	unknown
jewish_sovereignty_palestine__cultural_zionist_reading	analytical	0.0000	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	analytical	0.3500	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	analytical	0.4500	scaffold
jewish_sovereignty_palestine__cultural_zionist_reading	analytical	0.6600	unknown
jewish_sovereignty_palestine__cultural_zionist_reading	analytical	0.9000	unknown
jewish_sovereignty_palestine__settler_colonial_reading	powerless	0.0000	naturalized
jewish_sovereignty_palestine__settler_colonial_reading	powerless	0.3500	unknown
jewish_sovereignty_palestine__settler_colonial_reading	powerless	0.4500	tangled_rope
jewish_sovereignty_palestine__settler_colonial_reading	powerless	0.6600	snare
jewish_sovereignty_palestine__settler_colonial_reading	powerless	0.9000	snare
jewish_sovereignty_palestine__settler_colonial_reading	moderate	0.0000	rope
jewish_sovereignty_palestine__settler_colonial_reading	moderate	0.3500	unknown
jewish_sovereignty_palestine__settler_colonial_reading	moderate	0.4500	tangled_rope
jewish_sovereignty_palestine__settler_colonial_reading	moderate	0.6600	snare
jewish_sovereignty_palestine__settler_colonial_reading	moderate	0.9000	snare
jewish_sovereignty_palestine__settler_colonial_reading	institutional	0.0000	rope
jewish_sovereignty_palestine__settler_colonial_reading	institutional	0.3500	unknown
jewish_sovereignty_palestine__settler_colonial_reading	institutional	0.4500	tangled_rope
jewish_sovereignty_palestine__settler_colonial_reading	institutional	0.6600	snare
jewish_sovereignty_palestine__settler_colonial_reading	institutional	0.9000	snare
jewish_sovereignty_palestine__settler_colonial_reading	analytical	0.0000	rope
jewish_sovereignty_palestine__settler_colonial_reading	analytical	0.3500	unknown
jewish_sovereignty_palestine__settler_colonial_reading	analytical	0.4500	tangled_rope
jewish_sovereignty_palestine__settler_colonial_reading	analytical	0.6600	snare
jewish_sovereignty_palestine__settler_colonial_reading	analytical	0.9000	snare
jewish_territorial_claim__labor_zionism_reading	powerless	0.0000	naturalized
jewish_territorial_claim__labor_zionism_reading	powerless	0.3500	unknown
jewish_territorial_claim__labor_zionism_reading	powerless	0.4500	tangled_rope
jewish_territorial_claim__labor_zionism_reading	powerless	0.6600	snare
jewish_territorial_claim__labor_zionism_reading	powerless	0.9000	snare
jewish_territorial_claim__labor_zionism_reading	moderate	0.0000	rope
jewish_territorial_claim__labor_zionism_reading	moderate	0.3500	unknown
jewish_territorial_claim__labor_zionism_reading	moderate	0.4500	tangled_rope
jewish_territorial_claim__labor_zionism_reading	moderate	0.6600	snare
jewish_territorial_claim__labor_zionism_reading	moderate	0.9000	snare
jewish_territorial_claim__labor_zionism_reading	institutional	0.0000	rope
jewish_territorial_claim__labor_zionism_reading	institutional	0.3500	unknown
jewish_territorial_claim__labor_zionism_reading	institutional	0.4500	tangled_rope
jewish_territorial_claim__labor_zionism_reading	institutional	0.6600	snare
jewish_territorial_claim__labor_zionism_reading	institutional	0.9000	snare
jewish_territorial_claim__labor_zionism_reading	analytical	0.0000	rope
jewish_territorial_claim__labor_zionism_reading	analytical	0.3500	unknown
jewish_territorial_claim__labor_zionism_reading	analytical	0.4500	tangled_rope
jewish_territorial_claim__labor_zionism_reading	analytical	0.6600	snare
jewish_territorial_claim__labor_zionism_reading	analytical	0.9000	snare
john_1_1_logos__non_incarnational_monotheist	powerless	0.0000	naturalized
john_1_1_logos__non_incarnational_monotheist	powerless	0.3500	unknown
john_1_1_logos__non_incarnational_monotheist	powerless	0.4500	tangled_rope
john_1_1_logos__non_incarnational_monotheist	powerless	0.6600	snare
john_1_1_logos__non_incarnational_monotheist	powerless	0.9000	snare
john_1_1_logos__non_incarnational_monotheist	moderate	0.0000	rope
john_1_1_logos__non_incarnational_monotheist	moderate	0.3500	unknown
john_1_1_logos__non_incarnational_monotheist	moderate	0.4500	tangled_rope
john_1_1_logos__non_incarnational_monotheist	moderate	0.6600	snare
john_1_1_logos__non_incarnational_monotheist	moderate	0.9000	snare
john_1_1_logos__non_incarnational_monotheist	institutional	0.0000	rope
john_1_1_logos__non_incarnational_monotheist	institutional	0.3500	unknown
john_1_1_logos__non_incarnational_monotheist	institutional	0.4500	tangled_rope
john_1_1_logos__non_incarnational_monotheist	institutional	0.6600	snare
john_1_1_logos__non_incarnational_monotheist	institutional	0.9000	snare
john_1_1_logos__non_incarnational_monotheist	analytical	0.0000	rope
john_1_1_logos__non_incarnational_monotheist	analytical	0.3500	unknown
john_1_1_logos__non_incarnational_monotheist	analytical	0.4500	tangled_rope
john_1_1_logos__non_incarnational_monotheist	analytical	0.6600	snare
john_1_1_logos__non_incarnational_monotheist	analytical	0.9000	snare
knowledge_legitimacy_biomedicine_flat_control	powerless	0.0000	naturalized
knowledge_legitimacy_biomedicine_flat_control	powerless	0.3500	unknown
knowledge_legitimacy_biomedicine_flat_control	powerless	0.4500	tangled_rope
knowledge_legitimacy_biomedicine_flat_control	powerless	0.6600	snare
knowledge_legitimacy_biomedicine_flat_control	powerless	0.9000	snare
knowledge_legitimacy_biomedicine_flat_control	moderate	0.0000	rope
knowledge_legitimacy_biomedicine_flat_control	moderate	0.3500	unknown
knowledge_legitimacy_biomedicine_flat_control	moderate	0.4500	tangled_rope
knowledge_legitimacy_biomedicine_flat_control	moderate	0.6600	snare
knowledge_legitimacy_biomedicine_flat_control	moderate	0.9000	snare
knowledge_legitimacy_biomedicine_flat_control	institutional	0.0000	rope
knowledge_legitimacy_biomedicine_flat_control	institutional	0.3500	unknown
knowledge_legitimacy_biomedicine_flat_control	institutional	0.4500	tangled_rope
knowledge_legitimacy_biomedicine_flat_control	institutional	0.6600	snare
knowledge_legitimacy_biomedicine_flat_control	institutional	0.9000	snare
knowledge_legitimacy_biomedicine_flat_control	analytical	0.0000	rope
knowledge_legitimacy_biomedicine_flat_control	analytical	0.3500	unknown
knowledge_legitimacy_biomedicine_flat_control	analytical	0.4500	tangled_rope
knowledge_legitimacy_biomedicine_flat_control	analytical	0.6600	snare
knowledge_legitimacy_biomedicine_flat_control	analytical	0.9000	snare
lausanne_minority_protections__guarantor_reading	powerless	0.0000	scaffold
lausanne_minority_protections__guarantor_reading	powerless	0.3500	scaffold
lausanne_minority_protections__guarantor_reading	powerless	0.4500	scaffold
lausanne_minority_protections__guarantor_reading	powerless	0.6600	unknown
lausanne_minority_protections__guarantor_reading	powerless	0.9000	unknown
lausanne_minority_protections__guarantor_reading	moderate	0.0000	scaffold
lausanne_minority_protections__guarantor_reading	moderate	0.3500	scaffold
lausanne_minority_protections__guarantor_reading	moderate	0.4500	scaffold
lausanne_minority_protections__guarantor_reading	moderate	0.6600	unknown
lausanne_minority_protections__guarantor_reading	moderate	0.9000	unknown
lausanne_minority_protections__guarantor_reading	institutional	0.0000	scaffold
lausanne_minority_protections__guarantor_reading	institutional	0.3500	scaffold
lausanne_minority_protections__guarantor_reading	institutional	0.4500	scaffold
lausanne_minority_protections__guarantor_reading	institutional	0.6600	unknown
lausanne_minority_protections__guarantor_reading	institutional	0.9000	unknown
lausanne_minority_protections__guarantor_reading	analytical	0.0000	scaffold
lausanne_minority_protections__guarantor_reading	analytical	0.3500	scaffold
lausanne_minority_protections__guarantor_reading	analytical	0.4500	scaffold
