id	obs	chi	immut	mtype	ftype
secession_legitimacy_boundary__constitutional_impossibility_reading	powerless	0.6909008661727407	mountain	snare	snare
secession_legitimacy_boundary__constitutional_impossibility_reading	moderate	0.6253407757667543	rope	unknown	unknown
secession_legitimacy_boundary__constitutional_impossibility_reading	institutional	-0.026196227414516545	rope	scaffold	scaffold
secession_legitimacy_boundary__constitutional_impossibility_reading	analytical	0.8493570224093454	mountain	snare	snare
sex_gender_category__identity_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
sex_gender_category__identity_reading	moderate	0.7524146497248644	rope	snare	snare
sex_gender_category__identity_reading	institutional	-0.028731346196566535	rope	rope	rope
sex_gender_category__identity_reading	analytical	0.9315528632876693	mountain	snare	snare
shinbutsu_ontological_commitment__incoherence_reading	powerless	0.728213038954738	mountain	tangled_rope	tangled_rope
shinbutsu_ontological_commitment__incoherence_reading	moderate	0.741349728405381	rope	tangled_rope	tangled_rope
shinbutsu_ontological_commitment__incoherence_reading	institutional	-0.028308826399558205	rope	rope	rope
shinbutsu_ontological_commitment__incoherence_reading	analytical	0.9178535564746153	mountain	unknown	unknown
situational_reading	powerless	0.7390818902824207	mountain	snare	snare
situational_reading	moderate	0.7524146497248644	rope	snare	snare
situational_reading	institutional	-0.028731346196566535	rope	rope	rope
situational_reading	analytical	0.9315528632876693	mountain	snare	snare
sovereign_cbdc_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
sovereign_cbdc_reading	moderate	0.7524146497248644	rope	snare	snare
sovereign_cbdc_reading	institutional	-0.028731346196566535	rope	rope	rope
sovereign_cbdc_reading	analytical	0.9315528632876693	mountain	snare	snare
specification_binding_authority	powerless	0.7390818902824207	mountain	snare	snare
specification_binding_authority	moderate	0.7524146497248644	rope	snare	snare
specification_binding_authority	institutional	-0.028731346196566535	rope	rope	rope
specification_binding_authority	analytical	0.9315528632876693	mountain	snare	snare
speech_protection_kernel__absolutist_reading	powerless	0.5662380149395636	mountain	tangled_rope	tangled_rope
speech_protection_kernel__absolutist_reading	moderate	0.6860251218079645	rope	snare	snare
speech_protection_kernel__absolutist_reading	institutional	-0.026196227414516545	rope	rope	rope
speech_protection_kernel__absolutist_reading	analytical	0.8493570224093454	mountain	snare	snare
state_killing_legitimacy__abolition_reading	powerless	1.0325408761298522	mountain	snare	snare
state_killing_legitimacy__abolition_reading	moderate	1.0511675253509134	rope	snare	snare
state_killing_legitimacy__abolition_reading	institutional	-0.04013938071579148	rope	rope	rope
state_killing_legitimacy__abolition_reading	analytical	1.3014341472401258	mountain	snare	snare
statutory_debt_ceiling__coordination_scaffold_reading	powerless	0.21737702655365312	mountain	scaffold	piton
statutory_debt_ceiling__coordination_scaffold_reading	moderate	0.221298426389666	rope	scaffold	piton
statutory_debt_ceiling__coordination_scaffold_reading	institutional	-0.008450395940166628	rope	scaffold	piton
statutory_debt_ceiling__coordination_scaffold_reading	analytical	0.2739861362610792	mountain	scaffold	piton
superheavy_decay_reading	powerless	0.7577622403184897	mountain	unknown	unknown
superheavy_decay_reading	moderate	0.6858576250345048	rope	unknown	unknown
superheavy_decay_reading	institutional	-0.028731346196566535	rope	scaffold	scaffold
superheavy_decay_reading	analytical	0.9315528632876693	mountain	unknown	unknown
synthesis_infrastructure_gap	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
synthesis_infrastructure_gap	moderate	0.7524146497248644	rope	snare	snare
synthesis_infrastructure_gap	institutional	-0.009884074697871406	rope	rope	rope
synthesis_infrastructure_gap	analytical	0.9315528632876693	mountain	snare	snare
techno_nationalist_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
techno_nationalist_reading	moderate	0.7524146497248644	rope	snare	snare
techno_nationalist_reading	institutional	-0.028731346196566535	rope	rope	rope
techno_nationalist_reading	analytical	0.9315528632876693	mountain	snare	snare
third_act_arbitrage	powerless	0.6228049185811866	mountain	tangled_rope	tangled_rope
third_act_arbitrage	moderate	0.6417654365300313	rope	tangled_rope	tangled_rope
third_act_arbitrage	institutional	-0.024506148226483216	rope	rope	rope
third_act_arbitrage	analytical	0.7945597951571295	mountain	tangled_rope	tangled_rope
udhr_article_3__negative_liberty_reading	powerless	0.7390818902824207	mountain	snare	snare
udhr_article_3__negative_liberty_reading	moderate	0.7524146497248644	rope	snare	snare
udhr_article_3__negative_liberty_reading	institutional	-0.028731346196566535	rope	rope	rope
udhr_article_3__negative_liberty_reading	analytical	0.9315528632876693	mountain	snare	snare
validation_judgment_separation	powerless	0.13042621593219186	mountain	scaffold	rope
validation_judgment_separation	moderate	0.13277905583379956	rope	scaffold	rope
validation_judgment_separation	institutional	-0.005070237564099976	rope	scaffold	rope
validation_judgment_separation	analytical	0.16439168175664748	mountain	scaffold	rope
vedic_corpus_social_prescription__colonial_orientalist_reading	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
vedic_corpus_social_prescription__colonial_orientalist_reading	moderate	0.7524146497248644	rope	snare	snare
vedic_corpus_social_prescription__colonial_orientalist_reading	institutional	-0.028731346196566535	rope	rope	rope
vedic_corpus_social_prescription__colonial_orientalist_reading	analytical	0.9315528632876693	mountain	snare	snare
visual_evidentiary_authority_contradictions	powerless	unknown	mountain	unknown	unknown
visual_evidentiary_authority_contradictions	moderate	unknown	rope	unknown	unknown
visual_evidentiary_authority_contradictions	institutional	unknown	rope	unknown	unknown
visual_evidentiary_authority_contradictions	analytical	unknown	mountain	unknown	unknown
visual_evidentiary_authority_flat_control	powerless	0.4130163504519409	mountain	scaffold	scaffold
visual_evidentiary_authority_flat_control	moderate	0.42046701014036536	rope	scaffold	scaffold
visual_evidentiary_authority_flat_control	institutional	-0.01605575228631659	rope	scaffold	scaffold
visual_evidentiary_authority_flat_control	analytical	0.5205736588960505	mountain	unknown	unknown
womens_financial_autonomy	powerless	0.4130163504519409	mountain	scaffold	scaffold
womens_financial_autonomy	moderate	0.42046701014036536	rope	scaffold	scaffold
womens_financial_autonomy	institutional	-0.01605575228631659	rope	scaffold	scaffold
womens_financial_autonomy	analytical	0.5205736588960505	mountain	unknown	unknown
zero_mathematical_status__parmenidean_rejection	powerless	0.35359999999999997	mountain	tangled_rope	tangled_rope
zero_mathematical_status__parmenidean_rejection	moderate	0.7524146497248644	rope	snare	snare
zero_mathematical_status__parmenidean_rejection	institutional	-0.009884074697871406	rope	rope	rope
zero_mathematical_status__parmenidean_rejection	analytical	0.9315528632876693	mountain	snare	snare
zero_mathematical_status__placeholder_reading	powerless	0.6361871272797506	mountain	tangled_rope	tangled_rope
zero_mathematical_status__placeholder_reading	moderate	0.662804658437896	rope	tangled_rope	tangled_rope
zero_mathematical_status__placeholder_reading	institutional	-0.026196227414516545	rope	rope	rope
zero_mathematical_status__placeholder_reading	analytical	0.8493570224093454	mountain	tangled_rope	tangled_rope
zionist_legitimacy_basis__national_liberation_reading	powerless	0.33799999999999997	mountain	naturalized	naturalized
zionist_legitimacy_basis__national_liberation_reading	moderate	0.7192198857664144	rope	snare	snare
zionist_legitimacy_basis__national_liberation_reading	institutional	-0.02746378680554154	rope	rope	rope
zionist_legitimacy_basis__national_liberation_reading	analytical	0.8904549428485073	mountain	snare	snare
