constraint	ip	ep	nbrs
gaza_evacuation_route_accessibility	0.3541666666666667	0.35214666666666666	4
gdpr_article_3_scope__effects_jurisdiction_reading	0.3541666666666667	0.34743333333333337	4
gdpr_article_3_scope__market_access_reading	0.4621666666666667	0.41223333333333334	2
gdpr_article_3_scope__territorial_sovereignty_reading	0.3205	0.3205	4
gdpr_enforcement_structure	0.38199999999999995	0.38199999999999995	4
gelassenheit_separation__artifact_reading	0.3541666666666667	0.3541666666666667	3
gelassenheit_separation__consequence_reading	0.4741666666666667	0.45295833333333335	2
gelassenheit_separation__principle_reading	0.4245	0.4104333333333333	2
gendered_category_membership__biological_sex_reading	0.4291666666666667	0.4291666666666667	4
gendered_category_membership__gender_identity_reading	0.615	0.5416666666666666	5
gendered_category_membership__social_role_reading	0.4341666666666667	0.4331666666666667	2
genesis_creation_cosmology__institutional_enforcement	0.3125	0.3125	2
genesis_creation_cosmology__literary_framework	0.4741666666666667	0.4421666666666667	4
genesis_creation_cosmology__theistic_evolution	0.4341666666666667	0.4181666666666667	4
genesis_creation_cosmology__young_earth_literal	0.3541666666666667	0.3541666666666667	4
genesis_creation_narrative__allegorical_ancient_near_east	0.7538333333333334	0.6139333333333333	3
genesis_creation_narrative__literal_young_earth	0.366	0.366	4
genesis_creation_narrative__theistic_evolutionary	0.4421666666666667	0.4269333333333334	6
geneva_conventions_1949__conditional_reciprocity_reading	0.7313333333333334	0.5804666666666667	4
geneva_conventions_1949__humanitarian_ceiling_reading	0.3541666666666667	0.3541666666666667	4
geneva_conventions_1949__security_maximization_reading	0.3541666666666667	0.3541666666666667	11
geneva_conventions_protective_scope__hybrid_proportionality_reading	0.3205	0.3205	4
geneva_conventions_protective_scope__state_centric_reading	0.3445	0.3397	5
geneva_conventions_protective_scope__universal_rights_reading	0.5291666666666667	0.44	3
geopolitical_alliance_fragmentation	0.607	0.5959099999999999	4
geopolitical_mineral_dependency	0.3405	0.3405	4
gig_economy_emergence_as_exit_mechanism	0.4863333333333334	0.4087733333333334	14
gita_kurukshetra_discourse__gandhian_allegorical_reading	0.3365	0.3365	2
gita_kurukshetra_discourse__orthodox_literal_reading	0.3541666666666667	0.35063333333333335	6
gita_kurukshetra_discourse__universalist_devotional_reading	0.599	0.4975333333333333	4
global_oil_supply_stability	0.3405	0.3405	5
global_south_coalitional_power	0.38999999999999996	0.38999999999999996	4
gold_fiat_transition_mechanism__automatic_constraint_reading	0.4743333333333334	0.4743333333333334	4
gold_fiat_transition_mechanism__composite_overdetermination_reading	0.4621666666666667	0.45606666666666673	6
gold_fiat_transition_mechanism__creditor_discipline_reading	0.3541666666666667	0.3541666666666667	5
gold_fomo_cycle	0.3405	0.3405	4
goodharts_law_metric_targeting	0.4863333333333334	0.4863333333333334	4
google_universal_commerce_protocol	0.575	0.575	3
gpl_copyleft_scope__enforcement_vacuum_reading	0.4621666666666667	0.4365666666666667	4
gpl_copyleft_scope__narrow_scope_reading	0.4421666666666667	0.4245666666666667	2
gpl_copyleft_scope__strong_copyleft_reading	0.3541666666666667	0.3480066666666667	6
gpl_derivative_work_trigger__broad_copyleft_reading	0.30283333333333334	0.30283333333333334	7
gpl_derivative_work_trigger__interface_boundary_reading	0.4205	0.37936666666666663	4
gpl_derivative_work_trigger__narrow_linking_permissive_reading	0.3765	0.3672916666666667	4
gpl_reciprocity_obligation__copyleft_as_commons_reading	0.6829999999999999	0.5671333333333333	4
gpl_reciprocity_obligation__copyleft_as_freedom_reading	0.4325	0.4090533333333333	5
gpl_reciprocity_obligation__copyleft_as_restriction_reading	0.3541666666666667	0.35108666666666666	6
gpu_semiconductor_supply	0.39	0.39	3
hagia_sophia_substrate__islamic_sovereignty_reading	0.599	0.5986466666666667	2
hagia_sophia_substrate__orthodox_restitution_reading	0.5901666666666666	0.5901666666666666	4
hagia_sophia_substrate__universal_heritage_reading	0.615	0.6108066666666666	2
hebrew_continuity__bridge_pidginized	0.599	0.5087333333333333	5
hebrew_continuity__liturgical_preservation	0.4341666666666667	0.4066133333333334	5
hebrew_continuity__native_generative	0.3125	0.3125	5
hebrew_linguistic_life__liturgical_preservation_reading	0.4341666666666667	0.4098333333333334	4
hebrew_linguistic_life__marketplace_pidgin_reading	0.45799999999999996	0.4241333333333333	4
hebrew_linguistic_life__native_generational_reading	0.3125	0.3125	2
hebrew_living_language__hybrid_continuity_reading	0.8560000000000001	0.7844666666666668	4
hebrew_living_language__liturgical_preservation_reading	0.9600000000000001	0.8468666666666668	3
hebrew_living_language__native_vernacular_reading	0.4983333333333334	0.4983333333333334	5
herem_command_dt7__allegorical_displacement_reading	0.992	0.7106333333333333	3
herem_command_dt7__contextual_supersession_reading	0.4341666666666667	0.4331666666666667	2
herem_command_dt7__durable_separation_reading	0.4291666666666667	0.4291666666666667	6
hiring_discrimination_automation	0.3125	0.3125	3
historical_treaty_substrate__extinguishment_reading	0.3541666666666667	0.3541666666666667	5
historical_treaty_substrate__nation_to_nation_reading	0.4421666666666667	0.42023333333333335	2
historical_treaty_substrate__stewardship_reading	0.4205	0.40723333333333334	4
hoa_covenant_scope__behavioral_control_reading	0.4983333333333334	0.47190000000000004	4
hoa_covenant_scope__coordination_reading	1.0	0.716125	2
hoa_covenant_scope__extraction_reading	0.3661666666666667	0.3661666666666667	4
homoousios_christology__arian_reading	0.3125	0.3125	4
homoousios_christology__pro_nicene_reading	0.3205	0.31832	6
homoousios_christology__semi_arian_reading	0.4341666666666667	0.3871	3
homoousios_nicene__honorific_similarity_reading	0.3365	0.3365	3
homoousios_nicene__metaphysical_equality_reading	0.358	0.35145	5
homoousios_nicene__subordinationist_reading	0.5543333333333333	0.47150000000000003	4
hong_kong_press_freedom_suppression	0.3541666666666667	0.3541666666666667	2
honor_satisfaction_mechanism__composite_reading	0.3205	0.3205	8
honor_satisfaction_mechanism__contraction_reading	-1.0	-1.0	4
honor_satisfaction_mechanism__decline_reading	0.4341666666666667	0.38870000000000005	4
honor_satisfaction_substrate__composite_overdetermined_reading	0.33249999999999996	0.33249999999999996	2
honor_satisfaction_substrate__practice_decline_reading	0.4341666666666667	0.41383333333333333	4
honor_settlement_legitimacy__composite_reading	0.4621666666666667	0.45656666666666673	2
honor_settlement_legitimacy__contraction_reading	0.9720000000000001	0.7624666666666667	4
honor_settlement_legitimacy__drop_reading	0.4341666666666667	0.4341666666666667	2
honor_violence_legitimacy__composite_reading	0.4666666666666667	0.45366666666666666	4
honor_violence_legitimacy__contraction_reading	0.4341666666666667	0.41048666666666667	8
honor_violence_legitimacy__drop_reading	0.4341666666666667	0.4293666666666667	3
household_debt_accumulation_cycle	0.3405	0.3405	4
humane_treatment_standard__absolute_prohibition	1.0	0.8305	4
humane_treatment_standard__contextual_necessity	0.3205	0.3205	8
humane_treatment_standard__proportionality_balancing	0.8320000000000001	0.5411	11
ietf_openness_commitment__capture_substrate_reading	0.575	0.575	5
ietf_openness_commitment__commons_stewardship_reading	0.8635	0.7389583333333334	4
ietf_openness_commitment__legitimacy_erosion_reading	0.6538333333333334	0.6192666666666667	5
ihl_distinction_proportionality__categorical_prohibition_reading	0.3125	0.3125	4
ihl_distinction_proportionality__human_agency_reading	0.3541666666666667	0.3458333333333333	3
ihl_distinction_proportionality__outcomes_based_reading	0.6389999999999999	0.4823533333333333	5
imperial_mandate__bakufu_delegation_reading	0.5771666666666667	0.5258333333333334	3
imperial_mandate__loyalist_restoration_reading	0.3205	0.32002	2
imperial_religious_property_seizure	0.5	0.5	3
income_support_commitment__care_economy_reading	0.4501666666666667	0.42823333333333335	4
income_support_commitment__dependency_trap_reading	0.3405	0.3405	4
income_support_commitment__freedom_floor_reading	0.4621666666666667	0.4354333333333334	6
income_support_conditionality__dependency_trap_reading	0.3405	0.3405	4
income_support_conditionality__freedom_floor_reading	0.988	0.6964375	6
income_support_conditionality__wage_subsidy_reading	0.627	0.5697	4
incumbent_competitive_moat	0.3285	0.3285	3
information_asymmetry_edtech	0.3405	0.3405	3
information_asymmetry_exploitation	0.3405	0.3405	4
innovators_dilemma	0.627	0.627	2
institutional_legitimacy_without_consent	0.3205	0.3205	4
insulin_pricing_cliff	0.3541666666666667	0.3541666666666667	3
international_law_instrumentalization	0.3541666666666667	0.3541666666666667	4
interpretive_authority_concentration	0.4291666666666667	0.4098466666666667	5
ip_category_emergence__first_holding_reading	0.627	0.5900333333333333	3
ip_category_emergence__synchronic_diachronic_seam	0.6538333333333334	0.6061333333333334	2
ip_category_emergence__thinkability_reading	0.4421666666666667	0.4421666666666667	4
irc_469_material_participation_kernel__statutory_ambiguity_substrate	0.3205	0.3205	0
irc_469_material_participation_kernel__strategic_shelter_reading	0.4663333333333334	0.4371666666666667	3
irc_469_material_participation_kernel__strict_gatekeeper_reading	0.3205	0.3205	3
irish_language_suppression	0.6083333333333334	0.6083333333333334	2
irony_absorption_mechanism	0.45833333333333337	0.4520833333333334	3
jati_practice_norm__colonial_census_reading	0.38999999999999996	0.3828333333333333	4
jati_practice_norm__localized_practice_reading	0.9440000000000001	0.7152333333333334	2
jati_practice_norm__orthodox_textual_reading	0.3541666666666667	0.3541666666666667	2
jcpoa_treaty_bindingness__binding_multilateral_reading	0.6938333333333334	0.6108333333333333	4
jcpoa_treaty_bindingness__graduated_compliance_reading	0.8320000000000001	0.6937333333333334	5
jcpoa_treaty_bindingness__transactional_provisional_reading	0.2788333333333334	0.2788333333333334	4
jevons_paradox	0.4621666666666667	0.3944366666666667	17
jihad_quranic_corpus__defensive_spiritual_reading	0.4501666666666667	0.4267666666666667	4
jihad_quranic_corpus__expansionist_legalist_reading	0.4291666666666667	0.4096666666666667	6
jihad_quranic_corpus__revolutionary_vanguard_reading	0.3541666666666667	0.3541666666666667	4
john_1_1_logos__non_incarnational_monotheist	0.35	0.3457	4
john_1_1_logos__orthodox_christological	0.3541666666666667	0.34903333333333336	7
john_1_1_logos__subordinationist	0.3285	0.3285	4
july_charter_sovereign_legitimacy__guided_nationalism_reading	0.366	0.3613125	8
july_charter_sovereign_legitimacy__military_custodian_reading	0.3285	0.3285	2
july_charter_sovereign_legitimacy__secular_democratic_reading	0.607	0.45489999999999997	2
jurisprudential_method_kernel__hanafi_reading	0.4541666666666667	0.4324583333333334	3
jurisprudential_method_kernel__hanbali_reading	0.3205	0.3205	4
jurisprudential_method_kernel__maliki_reading	0.4341666666666667	0.4114333333333334	3
jurisprudential_method_kernel__shafii_reading	0.4341666666666667	0.4114333333333334	6
kami_buddha_ontology__domain_partition_reading	0.4421666666666667	0.40259333333333336	6
kami_buddha_ontology__pragmatic_accommodation_reading	0.3125	0.3125	4
kami_buddha_ontology__unified_manifestation_reading	0.599	0.5103333333333333	3
kjv_text_1611__exclusive_inspiration_reading	0.3125	0.3125	2
kjv_text_1611__functional_equivalence_reading	0.4501666666666667	0.42263333333333336	4
kjv_text_1611__revisable_translation_reading	0.4101666666666667	0.39795833333333336	2
knowledge_commons_collapse	0.27083333333333337	0.27083333333333337	3
kodashim_commandment_status__messianic_deferral	0.4501666666666667	0.42263333333333336	3
kodashim_commandment_status__performance_only	0.3125	0.3125	2
kodashim_commandment_status__study_as_performance	1.0	0.6904266666666667	5
kodashim_corpus__performance_only	0.3541666666666667	0.3541666666666667	2
kodashim_corpus__study_as_exercise	1.0	0.7502916666666667	2
kodashim_corpus__substitution_archive	0.647	0.5884333333333334	2
kodashim_obligation__memorial_archival	0.8635	0.6508333333333334	2
kodashim_obligation__performance_prerequisite	0.4421666666666667	0.4405666666666667	2
kodashim_obligation__study_as_occupation	0.4341666666666667	0.4341666666666667	5
lagrange_multipliers	0.9760000000000001	0.9760000000000001	2
large_language_model_training_data_acquisition	0.3245	0.3245	4
latin_correctness__continuity_reading	0.9600000000000001	0.7615000000000001	3
latin_correctness__hybrid_reading	0.615	0.52118	5
latin_correctness__rupture_reading	0.3125	0.3125	2
lausanne_minority_protections__expansive_reading	0.7578333333333334	0.6687666666666667	2
lausanne_minority_protections__guarantor_reading	0.7738333333333334	0.6783666666666667	4
lausanne_minority_protections__restrictive_reading	0.3125	0.3125	4
legacy_admission_gatekeeping	0.35	0.35	3
legal_personhood_boundary__developmental_potentiality_reading	0.3541666666666667	0.32916666666666666	5
legal_personhood_boundary__functional_capacity_reading	0.27083333333333337	0.27083333333333337	4
legal_personhood_boundary__restrictive_anthropocentric_reading	0.3125	0.3041666666666667	10
legislative_minority_veto_mechanism	0.3205	0.3205	3
legitimacy_of_imposed_practice__endogenous_climb_reading	0.4461666666666667	0.42103333333333337	2
legitimacy_of_imposed_practice__exogenous_override_reading	0.3205	0.3205	4
legitimacy_of_imposed_practice__hybrid_scaffolding_reading	0.599	0.42289333333333334	7
legitimacy_of_practice_standardization__dual_practice_equilibrium_reading	0.4341666666666667	0.40981333333333336	3
legitimacy_of_practice_standardization__endogenous_displacement_reading	0.936	0.7165333333333334	2
legitimacy_of_practice_standardization__exogenous_override_reading	0.3405	0.33882	4
legitimate_health_intervention__bodily_autonomy_primary	0.3205	0.3205	3
legitimate_health_intervention__proportionality_reading	0.4421666666666667	0.39020000000000005	4
legitimate_health_intervention__public_health_primary	0.3405	0.3317	11
legitimate_knowledge_boundary__credentialed_expertise_reading	0.3125	0.3125	4
legitimate_knowledge_boundary__experiential_pluralism_reading	0.3125	0.3125	6
legitimate_knowledge_boundary__hybrid_coproduction_reading	0.4983333333333334	0.42400000000000004	6
liability_attribution__deployer_liability	0.3205	0.3205	4
liability_attribution__developer_liability	0.358	0.3478	4
liability_attribution__shared_liability	0.3445	0.3397	2
licensing_statute_mandate__graduated_access_filter	0.3205	0.30063333333333336	4
licensing_statute_mandate__public_safety_coordination	0.7258333333333333	0.46276666666666666	2
licensing_statute_mandate__rent_seeking_suppression	0.27083333333333337	0.27083333333333337	5
liturgical_vernacularization	0.607	0.59183	5
living_language_status__literary_continuity_reading	0.4741666666666667	0.44975	4
living_language_status__liturgical_preservation_reading	0.4165	0.40049999999999997	4
living_language_status__native_generation_reading	0.3365	0.33506	3
lycurgan_laws__adaptive_fiction_reading	0.4741666666666667	0.4111	3
lycurgan_laws__demographic_trap_reading	0.3205	0.3189	4
lycurgan_laws__sacral_fidelity_reading	0.3125	0.3125	3
maat_order_principle__distributed_maintenance_reading	0.9600000000000001	0.7309333333333334	2
maat_order_principle__divine_mandate_reading	0.3125	0.3125	3
maat_order_principle__reciprocity_reading	0.4621666666666667	0.43223333333333336	4
magna_carta_1215__baronial_privilege_reading	0.3205	0.3205	4
magna_carta_1215__living_document_reading	0.615	0.5215333333333333	4
magna_carta_1215__universal_rights_reading	0.4421666666666667	0.4421666666666667	4
magna_carta_clause_39__feudal_prerogative_reading	0.9680000000000001	0.899	2
magna_carta_clause_39__liberal_due_process_reading	0.623	0.623	5
magna_carta_clause_39__originalist_limitation_reading	0.48216666666666663	0.48216666666666663	2
magna_carta_constraint_authority__feudal_obsolescence_reading	0.3285	0.3285	4
magna_carta_constraint_authority__living_constitutionalism_reading	0.7738333333333334	0.6594	2
magna_carta_constraint_authority__parliamentary_sovereignty_reading	0.647	0.5833	4
mandate_legitimacy_scope__bodily_autonomy_primary	0.3541666666666667	0.33584	7
mandate_legitimacy_scope__proportionality_reading	0.623	0.3744333333333334	7
mandate_legitimacy_scope__public_health_primary	0.3205	0.3205	11
manifesto_revolutionary_method__council_communist_reading	0.9760000000000001	0.7597666666666667	4
manifesto_revolutionary_method__democratic_gradualism_reading	0.5583333333333333	0.5091666666666667	4
manifesto_revolutionary_method__vanguard_rupture_reading	0.3125	0.3125	4
market_as_natural_default__beneficiary_maintained_reading	0.3541666666666667	0.3502733333333333	7
market_as_natural_default__dual_operation_reading	0.39	0.36822	11
market_as_natural_default__engineered_closure_reading	0.3405	0.3405	8
market_as_natural_default__lapsed_alternative_reading	0.3405	0.3405	4
market_as_natural_default__lapsed_closure_reading	0.26433333333333336	0.26433333333333336	4
market_dominance_lock_in	0.6389999999999999	0.5759799999999999	6
market_naturalization__beneficiary_maintained_reading	0.4291666666666667	0.4246666666666667	6
market_naturalization__hybrid_reading	0.6549999999999999	0.6098333333333332	2
market_naturalization__lapsed_alternative_reading	0.8555	0.6987916666666667	2
marriage_authority__communal_autonomy_reading	0.8400000000000001	0.5520333333333334	4
marriage_authority__federalist_millet_reading	0.7658333333333334	0.5372	4
marriage_authority__gender_rights_reading	0.3541666666666667	0.3531066666666667	7
marriage_authority__judicial_harmonization_reading	0.4421666666666667	0.40773333333333334	4
marriage_authority__secularist_reading	0.358	0.35723333333333335	4
marriage_commitment_legitimacy__endogenous_reinterpretation_reading	0.7658333333333334	0.6375000000000001	2
marriage_commitment_legitimacy__exogenous_override_reading	0.3541666666666667	0.3541666666666667	3
marriage_commitment_legitimacy__hybrid_pragmatic_reading	0.5358333333333334	0.46026000000000006	5
marriage_commitment_reversal__endogenous_reinterpretation_reading	0.7233333333333334	0.50691	4
marriage_commitment_reversal__exogenous_override_reading	0.35	0.34249999999999997	4
marriage_commitment_reversal__practice_doctrine_gap	0.3125	0.3125	6
marriage_sacrament__civic_pastoral_reading	0.7233333333333334	0.6486666666666667	1
marriage_sacrament__hierarchical_indissolubility_reading	0.35	0.35	3
maximum_entropy_principle	0.988	0.988	3
maxwell_demon_impossibility	0.9760000000000001	0.9760000000000001	4
mco_unit_system_discontinuity	0.4085	0.4085	2
measurement_timing_authority_erosion	0.8320000000000001	0.8320000000000001	3
mercosur_tariff_harmonization	0.627	0.627	3
meritocracy_theater	0.27083333333333337	0.27083333333333337	4
metamorphosis_samsa	0.4666666666666667	0.4666666666666667	3
microscopy_color_bottleneck	0.936	0.936	0
middlebox_interception	0.3445	0.3384	9
monetary_anchor_principle__overdetermined_composite_reading	0.4823333333333334	0.4811233333333334	8
monetary_anchor_principle__punctuated_swap_reading	0.643	0.6108666666666667	2
monetary_anchor_principle__triffin_inevitability_reading	0.992	0.992	4
monopoly_rulebook__extraction_demo_reading	0.3405	0.3405	2
monopoly_rulebook__social_scaffold_reading	0.4205	0.4105	2
monopoly_rulebook__tournament_orthodoxy_reading	0.9760000000000001	0.8489000000000001	2
montevideo_statehood_criteria__constitutive_reading	0.3205	0.3205	4
montevideo_statehood_criteria__declaratory_reading	0.4421666666666667	0.4178333333333334	4
montevideo_statehood_criteria__hybrid_reading	0.607	0.5082933333333333	7
monty_hall_conditional_probability	0.9760000000000001	0.9760000000000001	2
multilateral_arms_control_authority_erosion	0.4746666666666667	0.46279166666666666	7
n26usc469_real_estate_exemption	0.3405	0.3405	3
nafta_jurisdictional_boundary__capital_supremacy_reading	0.3245	0.3245	8
nafta_jurisdictional_boundary__embedded_liberalism_reading	0.4621666666666667	0.4330333333333334	4
nafta_jurisdictional_boundary__sovereignty_primacy_reading	0.4541666666666667	0.42823333333333335	4
naskh_principle__classical_abrogation	0.6938333333333334	0.6748666666666667	4
naskh_principle__contextual_harmonization	0.8240000000000001	0.7008166666666666	5
naskh_principle__progressive_restriction	0.599	0.599	4
neural_interface_standardization	0.358	0.358	3
neurodivergent_workplace_exclusion	0.35	0.35	3
newtons_method_convergence	0.9600000000000001	0.9600000000000001	2
nicene_christological_kernel__homoiousios_reading	0.639	0.5820333333333334	3
nicene_christological_kernel__homoousios_reading	0.3541666666666667	0.3541666666666667	5
nicene_creed_authority__boundary_maintenance_reading	0.4341666666666667	0.4181666666666667	4
nicene_creed_authority__confessional_reading	0.9600000000000001	0.7336666666666667	2
nicene_creed_authority__imperial_uniformity_reading	0.3541666666666667	0.3541666666666667	4
nicene_creed_authority__liturgical_habituation_reading	0.992	0.811725	3
nicene_creed_authority__strict_orthodox_reading	0.3125	0.3125	2
nicene_creed_authority__symbolic_confessional_reading	0.9600000000000001	0.8305	2
northeast_asian_wmd_proliferation	0.3205	0.3205	3
notability_guidelines__deletionist_reading	0.7258333333333333	0.6515	4
notability_guidelines__deliberative_reading	0.7498333333333334	0.6659	5
notability_guidelines__inclusionist_reading	0.3541666666666667	0.3541666666666667	8
npat_regime_delegitimization	0.3405	0.3405	9
npt_article_iv_vi_pairing__abolitionist	0.3125	0.3125	7
npt_article_iv_vi_pairing__grand_bargain	0.358	0.3523125	4
npt_article_iv_vi_pairing__nonproliferation_primary	0.3205	0.3189	5
npt_treaty_1970__oligopoly_enforcement_reading	0.358	0.34299999999999997	5
npt_treaty_1970__reciprocal_disarmament_reading	0.3205	0.3205	6
npt_treaty_1970__withdrawal_sovereignty_reading	0.3205	0.3205	5
npt_treaty_text__nnws_reading	0.4421666666666667	0.42123333333333335	5
npt_treaty_text__nws_reading	0.37399999999999994	0.37078999999999995	7
npt_treaty_text__withdrawal_threshold_reading	0.607	0.5102433333333334	5
nsl_legal_text__democratic_enclosure_reading	0.5	0.40476875	18
nsl_legal_text__jurisdictional_capture_reading	0.3205	0.3205	6
nsl_legal_text__sovereignty_restoration_reading	0.3445	0.3397	4
nuclear_impossibility_kernel__credibility_paradox_reading	0.4291666666666667	0.4156466666666667	4
nuclear_impossibility_kernel__rational_dropout_reading	0.4421666666666667	0.4244866666666667	4
nuclear_impossibility_kernel__structural_contraction_reading	0.9760000000000001	0.7598666666666667	4
ocean_acidification	0.3125	0.3125	5
ocean_governance_fragmentation	0.5321666666666667	0.43513666666666667	17
one_country_two_systems_framework__autonomy_primacy_reading	0.2788333333333334	0.2788333333333334	6
one_country_two_systems_framework__balanced_coexistence_reading	0.7313333333333334	0.5654	4
one_country_two_systems_framework__sovereignty_primacy_reading	0.3541666666666667	0.33708000000000005	8
ontological_friction_resolution	0.35	0.35	3
openai_default_data_training	0.3405	0.3405	2
openai_health_review	0.3541666666666667	0.3541666666666667	3
openclaw_regulation	0.358	0.358	4
optimization_under_uncertainty	0.378	0.378	3
organ_scarcity_moral_rationing	0.3405	0.3405	4
ost_article_ii_non_appropriation__commons_conservation	0.3405	0.33632	12
ost_article_ii_non_appropriation__extraction_permissive	0.4663333333333334	0.39033666666666667	18
ost_article_ii_non_appropriation__international_regime	0.5316666666666667	0.49960416666666674	5
overbite_developmental_drift	0.988	0.988	2
paleoclimate_proxy_substitution	0.8	0.8	3
papal_temporal_authority_mountain	0.9680000000000001	0.9680000000000001	2
paris_article_4_ndc__equity_reading	0.5263333333333334	0.4871500000000001	5
paris_article_4_ndc__sovereigntist_reading	0.7938333333333334	0.654	4
paris_article_4_ndc__supranational_reading	0.3621666666666667	0.3570666666666667	7
pathologization_of_poverty_and_marginalization	0.3541666666666667	0.3541666666666667	7
performative_vs_epistemic_conflict	0.575	0.49162	9
permissive_license_text__commons_coordination_reading	0.9600000000000001	0.5988333333333333	2
permissive_license_text__copyleft_counterfactual_reading	0.3541666666666667	0.3487	4
permissive_license_text__corporate_moat_reading	0.3405	0.3405	4
perovskite_solar_cell_certification_gap	0.627	0.627	3
personal_data_market_concentration	0.4291666666666667	0.4136766666666667	7
personhood_boundary__birth_reading	0.4741666666666667	0.43895833333333334	4
personhood_boundary__birth_threshold_reading	0.3541666666666667	0.3458333333333333	5
personhood_boundary__conception_reading	0.3541666666666667	0.3433333333333333	6
personhood_boundary__developmental_capacity_reading	0.3125	0.3125	5
personhood_boundary__spartan_eugenic_reading	0.575	0.4783333333333333	2
personhood_boundary__viability_reading	0.3125	0.3125	3
pharmaceutical_safety_obfuscation	0.378	0.378	6
planar_graph_embeddability	0.9760000000000001	0.9760000000000001	2
platform_content_moderation_snare	0.4291666666666667	0.37255666666666665	14
platform_copyright_liability_shift	0.3821666666666667	0.37524666666666673	4
platform_lock_in_extraction	0.35250000000000004	0.35034000000000004	6
plural_marriage_mandate__endogenous_reinterpretation_reading	0.40049999999999997	0.36621666666666663	4
plural_marriage_mandate__exogenous_override_reading	0.3541666666666667	0.34575	3
plural_marriage_mandate__institutional_pragmatism_reading	0.3205	0.3205	2
political_autonomy_mainland_territories	0.3205	0.3205	3
poverty_trap_asset_seizure	0.575	0.575	3
power_indexed_classification_variance	0.631	0.631	3
preah_vihear_territorial_claim	0.3621666666666667	0.3621666666666667	3
predictive_surveillance_extractiveness	0.5	0.4677645833333334	12
preparedness_commitment__competence_reading	0.9680000000000001	0.7349333333333334	4
preparedness_commitment__husk_reading	0.3205	0.3205	4
preparedness_commitment__hybrid_reading	0.4501666666666667	0.42423333333333335	4
preparedness_retention__competence_reading	0.9680000000000001	0.7416666666666667	2
preparedness_retention__husk_reading	0.3621666666666667	0.3621666666666667	2
preparedness_retention__hybrid_reading	0.4421666666666667	0.4261666666666667	2
preparedness_transmission__competence_reading	0.9520000000000001	0.7221333333333334	2
preparedness_transmission__husk_reading	0.3125	0.3125	2
preparedness_transmission__hybrid_reading	0.4421666666666667	0.41623333333333334	2
press_reformation_causality__beneficiary_deployment	0.4996666666666667	0.4996666666666667	5
press_reformation_causality__precondition_convergence	0.4596666666666667	0.4596666666666667	2
press_reformation_causality__technological_inevitability	0.9760000000000001	0.8807333333333334	4
press_reformation_causation__mutual_shaping	0.4221666666666667	0.4221666666666667	4
press_reformation_causation__strategic_deployment	0.8	0.7244333333333334	4
press_reformation_causation__technological_determinism	1.0	1.0	2
preventive_medicine_implementation_gap	0.5186666666666667	0.5003566666666667	7
primary_election_capture	0.3821666666666667	0.3821666666666667	3
privilege_architecture_coordination	0.3685	0.3685	1
processed_food_sodium_targeting	0.3405	0.33930000000000005	4
professional_licensing_barriers	0.3445	0.33565999999999996	4
professional_table_tennis_labor_markets	0.3405	0.3405	2
provincial_tax_collection	0.40199999999999997	0.37755999999999995	4
public_health_mandate_authority__bodily_autonomy_primary	0.3541666666666667	0.3541666666666667	4
public_health_mandate_authority__proportionality_reading	0.607	0.42188333333333333	5
public_health_mandate_authority__public_health_primary	0.358	0.34718333333333334	7
qualified_immunity_doctrine__accountability_void_reading	0.45833333333333337	0.43750000000000006	6
qualified_immunity_doctrine__constitutional_fidelity_reading	0.3541666666666667	0.35358666666666666	7
qualified_immunity_doctrine__protective_scaffold_reading	0.623	0.51959	5
quantum_critical_point_superconductivity	0.3125	0.3125	5
quantum_formalism__copenhagen_reading	0.45833333333333337	0.4470666666666667	4
quantum_formalism__many_worlds_reading	0.4101666666666667	0.4101666666666667	4
quantum_formalism__pilot_wave_reading	0.4501666666666667	0.4421666666666667	4
quran_9_5_scope__abrogating_universal	0.5041666666666667	0.4969166666666667	5
quran_9_5_scope__contextual_defensive	0.7738333333333334	0.6004333333333334	4
quran_9_5_scope__progressive_synthesis	0.4461666666666667	0.4461666666666667	4
quran_hadith_substrate__reformist_ijtihad	0.639	0.5220433333333333	3
quran_hadith_substrate__state_hybrid	0.4421666666666667	0.4421666666666667	5
quran_hadith_substrate__traditionalist_taqlid	0.3125	0.3125	3
quran_ontological_status__created_reading	0.615	0.5023333333333333	5
quran_ontological_status__state_enforced_creation_reading	0.3541666666666667	0.3458333333333333	5
quran_ontological_status__uncreated_reading	0.3125	0.3125	4
quranic_gender_verses__contextual_egalitarian	0.3365	0.3365	5
quranic_gender_verses__literal_hierarchical	0.42383333333333334	0.41291666666666665	4
quranic_gender_verses__progressive_abrogation	0.6875	0.5118333333333334	4
qwerty_persistence__incumbent_preservation_reading	0.3765	0.3765	2
qwerty_persistence__lapsed_alternatives_reading	0.8235	0.71175	1
qwerty_persistence_inevitability__path_dependency_reading	0.9760000000000001	0.9760000000000001	1
qwerty_persistence_inevitability__strategic_lock_in_reading	0.864	0.864	3
qwerty_persistence_mechanism__beneficiary_extraction_reading	0.3405	0.3405	2
qwerty_persistence_mechanism__lock_in_reading	0.4221666666666667	0.4058333333333334	2
qwerty_persistence_mechanism__naturalization_reading	0.8355	0.6538333333333334	2
qwerty_vs_dvorak	0.3125	0.3125	2
rating_agency_procyclicality	0.3541666666666667	0.3533466666666667	4
rbio_practice_norm_complex__hegemonic_extraction_reading	0.4291666666666667	0.4141666666666667	5
rbio_practice_norm_complex__liberal_institutional_reading	0.8320000000000001	0.6013066666666668	7
