kernel	reading_a	reading_b	verdict	exact_agree	exact_disp	exact_blind	fuzzy_disp
gelassenheit_separation	gelassenheit_separation__consequence_reading	gelassenheit_separation__principle_reading	key_fragile	2	0	8	2
gendered_category_membership	gendered_category_membership__biological_sex_reading	gendered_category_membership__gender_identity_reading	key_fragile	3	0	8	2
gendered_category_membership	gendered_category_membership__biological_sex_reading	gendered_category_membership__social_role_reading	key_fragile	1	0	11	1
gendered_category_membership	gendered_category_membership__gender_identity_reading	gendered_category_membership__social_role_reading	key_fragile	1	0	11	3
genesis_creation_cosmology	genesis_creation_cosmology__institutional_enforcement	genesis_creation_cosmology__literary_framework	robustly_undersampled	1	0	11	0
genesis_creation_cosmology	genesis_creation_cosmology__institutional_enforcement	genesis_creation_cosmology__theistic_evolution	key_fragile	0	0	12	1
genesis_creation_cosmology	genesis_creation_cosmology__institutional_enforcement	genesis_creation_cosmology__young_earth_literal	key_fragile	1	0	10	2
genesis_creation_cosmology	genesis_creation_cosmology__literary_framework	genesis_creation_cosmology__theistic_evolution	key_fragile	2	0	7	1
genesis_creation_cosmology	genesis_creation_cosmology__literary_framework	genesis_creation_cosmology__young_earth_literal	key_fragile	1	0	9	2
genesis_creation_cosmology	genesis_creation_cosmology__theistic_evolution	genesis_creation_cosmology__young_earth_literal	key_fragile	0	0	10	3
genesis_creation_narrative	genesis_creation_narrative__allegorical_ancient_near_east	genesis_creation_narrative__literal_young_earth	robustly_binocular	0	1	10	4
genesis_creation_narrative	genesis_creation_narrative__allegorical_ancient_near_east	genesis_creation_narrative__theistic_evolutionary	robustly_binocular	1	1	8	4
genesis_creation_narrative	genesis_creation_narrative__literal_young_earth	genesis_creation_narrative__theistic_evolutionary	key_fragile	1	0	10	1
geneva_conventions_1949	geneva_conventions_1949__conditional_reciprocity_reading	geneva_conventions_1949__humanitarian_ceiling_reading	robustly_binocular	2	2	6	3
geneva_conventions_1949	geneva_conventions_1949__conditional_reciprocity_reading	geneva_conventions_1949__security_maximization_reading	robustly_binocular	2	1	6	2
geneva_conventions_1949	geneva_conventions_1949__humanitarian_ceiling_reading	geneva_conventions_1949__security_maximization_reading	robustly_binocular	3	1	6	1
geneva_conventions_protective_scope	geneva_conventions_protective_scope__hybrid_proportionality_reading	geneva_conventions_protective_scope__state_centric_reading	robustly_undersampled	3	0	6	0
geneva_conventions_protective_scope	geneva_conventions_protective_scope__hybrid_proportionality_reading	geneva_conventions_protective_scope__universal_rights_reading	robustly_binocular	2	1	6	1
geneva_conventions_protective_scope	geneva_conventions_protective_scope__state_centric_reading	geneva_conventions_protective_scope__universal_rights_reading	key_fragile	4	0	4	1
gita_kurukshetra_discourse	gita_kurukshetra_discourse__gandhian_allegorical_reading	gita_kurukshetra_discourse__orthodox_literal_reading	robustly_binocular	1	2	8	2
gita_kurukshetra_discourse	gita_kurukshetra_discourse__gandhian_allegorical_reading	gita_kurukshetra_discourse__universalist_devotional_reading	key_fragile	1	0	11	4
gita_kurukshetra_discourse	gita_kurukshetra_discourse__orthodox_literal_reading	gita_kurukshetra_discourse__universalist_devotional_reading	key_fragile	0	0	13	3
gold_fiat_transition_mechanism	gold_fiat_transition_mechanism__automatic_constraint_reading	gold_fiat_transition_mechanism__composite_overdetermination_reading	robustly_undersampled	5	0	2	0
gold_fiat_transition_mechanism	gold_fiat_transition_mechanism__automatic_constraint_reading	gold_fiat_transition_mechanism__creditor_discipline_reading	key_fragile	1	0	10	3
gold_fiat_transition_mechanism	gold_fiat_transition_mechanism__composite_overdetermination_reading	gold_fiat_transition_mechanism__creditor_discipline_reading	key_fragile	1	0	10	3
gpl_copyleft_scope	gpl_copyleft_scope__enforcement_vacuum_reading	gpl_copyleft_scope__narrow_scope_reading	robustly_binocular	3	1	4	1
gpl_copyleft_scope	gpl_copyleft_scope__enforcement_vacuum_reading	gpl_copyleft_scope__strong_copyleft_reading	robustly_binocular	3	2	3	3
gpl_copyleft_scope	gpl_copyleft_scope__narrow_scope_reading	gpl_copyleft_scope__strong_copyleft_reading	key_fragile	5	0	3	2
gpl_derivative_work_trigger	gpl_derivative_work_trigger__broad_copyleft_reading	gpl_derivative_work_trigger__interface_boundary_reading	robustly_binocular	3	1	4	2
gpl_derivative_work_trigger	gpl_derivative_work_trigger__broad_copyleft_reading	gpl_derivative_work_trigger__narrow_linking_permissive_reading	key_fragile	3	0	6	3
gpl_derivative_work_trigger	gpl_derivative_work_trigger__interface_boundary_reading	gpl_derivative_work_trigger__narrow_linking_permissive_reading	key_fragile	2	0	8	2
gpl_reciprocity_obligation	gpl_reciprocity_obligation__copyleft_as_commons_reading	gpl_reciprocity_obligation__copyleft_as_freedom_reading	key_fragile	2	0	8	3
gpl_reciprocity_obligation	gpl_reciprocity_obligation__copyleft_as_commons_reading	gpl_reciprocity_obligation__copyleft_as_restriction_reading	key_fragile	1	0	10	2
gpl_reciprocity_obligation	gpl_reciprocity_obligation__copyleft_as_freedom_reading	gpl_reciprocity_obligation__copyleft_as_restriction_reading	key_fragile	2	0	8	1
hagia_sophia_substrate	hagia_sophia_substrate__islamic_sovereignty_reading	hagia_sophia_substrate__orthodox_restitution_reading	robustly_binocular	1	1	9	3
hagia_sophia_substrate	hagia_sophia_substrate__islamic_sovereignty_reading	hagia_sophia_substrate__universal_heritage_reading	robustly_binocular	2	1	8	2
hagia_sophia_substrate	hagia_sophia_substrate__orthodox_restitution_reading	hagia_sophia_substrate__universal_heritage_reading	robustly_binocular	1	1	9	3
hebrew_continuity	hebrew_continuity__bridge_pidginized	hebrew_continuity__liturgical_preservation	robustly_undersampled	3	0	6	0
hebrew_continuity	hebrew_continuity__bridge_pidginized	hebrew_continuity__native_generative	key_fragile	1	0	11	2
hebrew_continuity	hebrew_continuity__liturgical_preservation	hebrew_continuity__native_generative	robustly_binocular	1	1	9	2
herem_command_dt7	herem_command_dt7__allegorical_displacement_reading	herem_command_dt7__contextual_supersession_reading	key_fragile	1	0	8	1
herem_command_dt7	herem_command_dt7__allegorical_displacement_reading	herem_command_dt7__durable_separation_reading	robustly_binocular	1	1	7	2
herem_command_dt7	herem_command_dt7__contextual_supersession_reading	herem_command_dt7__durable_separation_reading	robustly_undersampled	3	0	7	0
historical_treaty_substrate	historical_treaty_substrate__extinguishment_reading	historical_treaty_substrate__nation_to_nation_reading	key_fragile	2	0	7	3
historical_treaty_substrate	historical_treaty_substrate__extinguishment_reading	historical_treaty_substrate__stewardship_reading	robustly_binocular	1	1	7	3
historical_treaty_substrate	historical_treaty_substrate__nation_to_nation_reading	historical_treaty_substrate__stewardship_reading	key_fragile	1	0	8	2
hoa_covenant_scope	hoa_covenant_scope__behavioral_control_reading	hoa_covenant_scope__coordination_reading	robustly_binocular	0	1	9	3
hoa_covenant_scope	hoa_covenant_scope__behavioral_control_reading	hoa_covenant_scope__extraction_reading	key_fragile	2	0	9	2
hoa_covenant_scope	hoa_covenant_scope__coordination_reading	hoa_covenant_scope__extraction_reading	key_fragile	0	0	10	2
homoousios_christology	homoousios_christology__arian_reading	homoousios_christology__pro_nicene_reading	robustly_binocular	1	1	8	2
homoousios_christology	homoousios_christology__arian_reading	homoousios_christology__semi_arian_reading	robustly_binocular	1	1	8	2
homoousios_christology	homoousios_christology__pro_nicene_reading	homoousios_christology__semi_arian_reading	key_fragile	3	0	4	2
homoousios_nicene	homoousios_nicene__honorific_similarity_reading	homoousios_nicene__metaphysical_equality_reading	robustly_binocular	2	1	6	3
homoousios_nicene	homoousios_nicene__honorific_similarity_reading	homoousios_nicene__subordinationist_reading	key_fragile	3	0	7	2
homoousios_nicene	homoousios_nicene__metaphysical_equality_reading	homoousios_nicene__subordinationist_reading	robustly_binocular	3	1	3	2
honor_satisfaction_mechanism	honor_satisfaction_mechanism__composite_reading	honor_satisfaction_mechanism__contraction_reading	key_fragile	0	0	8	2
honor_satisfaction_mechanism	honor_satisfaction_mechanism__composite_reading	honor_satisfaction_mechanism__decline_reading	key_fragile	0	0	11	2
honor_satisfaction_mechanism	honor_satisfaction_mechanism__contraction_reading	honor_satisfaction_mechanism__decline_reading	key_fragile	1	0	5	1
humane_treatment_standard	humane_treatment_standard__absolute_prohibition	humane_treatment_standard__contextual_necessity	key_fragile	1	0	8	2
humane_treatment_standard	humane_treatment_standard__absolute_prohibition	humane_treatment_standard__proportionality_balancing	robustly_binocular	0	1	8	3
humane_treatment_standard	humane_treatment_standard__contextual_necessity	humane_treatment_standard__proportionality_balancing	robustly_binocular	4	1	2	1
ietf_openness_commitment	ietf_openness_commitment__capture_substrate_reading	ietf_openness_commitment__commons_stewardship_reading	robustly_binocular	0	1	9	4
ietf_openness_commitment	ietf_openness_commitment__capture_substrate_reading	ietf_openness_commitment__legitimacy_erosion_reading	key_fragile	3	0	6	1
ietf_openness_commitment	ietf_openness_commitment__commons_stewardship_reading	ietf_openness_commitment__legitimacy_erosion_reading	robustly_binocular	0	1	9	4
ihl_distinction_proportionality	ihl_distinction_proportionality__categorical_prohibition_reading	ihl_distinction_proportionality__human_agency_reading	key_fragile	2	0	9	1
ihl_distinction_proportionality	ihl_distinction_proportionality__categorical_prohibition_reading	ihl_distinction_proportionality__outcomes_based_reading	key_fragile	1	0	10	2
ihl_distinction_proportionality	ihl_distinction_proportionality__human_agency_reading	ihl_distinction_proportionality__outcomes_based_reading	key_fragile	4	0	5	2
imperial_mandate	imperial_mandate__bakufu_delegation_reading	imperial_mandate__loyalist_restoration_reading	robustly_binocular	1	1	7	3
income_support_commitment	income_support_commitment__care_economy_reading	income_support_commitment__dependency_trap_reading	key_fragile	3	0	6	2
income_support_commitment	income_support_commitment__care_economy_reading	income_support_commitment__freedom_floor_reading	robustly_binocular	1	1	8	4
income_support_commitment	income_support_commitment__dependency_trap_reading	income_support_commitment__freedom_floor_reading	robustly_binocular	1	1	8	3
ip_category_emergence	ip_category_emergence__first_holding_reading	ip_category_emergence__synchronic_diachronic_seam	key_fragile	2	0	10	3
ip_category_emergence	ip_category_emergence__first_holding_reading	ip_category_emergence__thinkability_reading	key_fragile	1	0	11	3
ip_category_emergence	ip_category_emergence__synchronic_diachronic_seam	ip_category_emergence__thinkability_reading	key_fragile	3	0	7	3
irc_469_material_participation_kernel	irc_469_material_participation_kernel__statutory_ambiguity_substrate	irc_469_material_participation_kernel__strategic_shelter_reading	robustly_undersampled	5	0	2	0
irc_469_material_participation_kernel	irc_469_material_participation_kernel__statutory_ambiguity_substrate	irc_469_material_participation_kernel__strict_gatekeeper_reading	robustly_undersampled	4	0	4	0
irc_469_material_participation_kernel	irc_469_material_participation_kernel__strategic_shelter_reading	irc_469_material_participation_kernel__strict_gatekeeper_reading	robustly_undersampled	4	0	4	0
jati_practice_norm	jati_practice_norm__colonial_census_reading	jati_practice_norm__localized_practice_reading	key_fragile	0	0	12	4
jati_practice_norm	jati_practice_norm__colonial_census_reading	jati_practice_norm__orthodox_textual_reading	key_fragile	1	0	11	1
jati_practice_norm	jati_practice_norm__localized_practice_reading	jati_practice_norm__orthodox_textual_reading	key_fragile	0	0	11	4
jcpoa_treaty_bindingness	jcpoa_treaty_bindingness__binding_multilateral_reading	jcpoa_treaty_bindingness__graduated_compliance_reading	key_fragile	2	0	10	2
jcpoa_treaty_bindingness	jcpoa_treaty_bindingness__binding_multilateral_reading	jcpoa_treaty_bindingness__transactional_provisional_reading	robustly_binocular	1	1	11	3
jcpoa_treaty_bindingness	jcpoa_treaty_bindingness__graduated_compliance_reading	jcpoa_treaty_bindingness__transactional_provisional_reading	robustly_binocular	2	1	9	3
jihad_quranic_corpus	jihad_quranic_corpus__defensive_spiritual_reading	jihad_quranic_corpus__expansionist_legalist_reading	key_fragile	2	0	10	1
jihad_quranic_corpus	jihad_quranic_corpus__defensive_spiritual_reading	jihad_quranic_corpus__revolutionary_vanguard_reading	key_fragile	1	0	11	1
jihad_quranic_corpus	jihad_quranic_corpus__expansionist_legalist_reading	jihad_quranic_corpus__revolutionary_vanguard_reading	key_fragile	3	0	7	1
john_1_1_logos	john_1_1_logos__non_incarnational_monotheist	john_1_1_logos__orthodox_christological	robustly_undersampled	2	0	9	0
john_1_1_logos	john_1_1_logos__non_incarnational_monotheist	john_1_1_logos__subordinationist	key_fragile	1	0	12	2
john_1_1_logos	john_1_1_logos__orthodox_christological	john_1_1_logos__subordinationist	key_fragile	2	0	9	2
july_charter_sovereign_legitimacy	july_charter_sovereign_legitimacy__guided_nationalism_reading	july_charter_sovereign_legitimacy__military_custodian_reading	key_fragile	1	0	9	3
july_charter_sovereign_legitimacy	july_charter_sovereign_legitimacy__guided_nationalism_reading	july_charter_sovereign_legitimacy__secular_democratic_reading	key_fragile	1	0	11	3
july_charter_sovereign_legitimacy	july_charter_sovereign_legitimacy__military_custodian_reading	july_charter_sovereign_legitimacy__secular_democratic_reading	robustly_binocular	5	1	2	2
kjv_text_1611	kjv_text_1611__exclusive_inspiration_reading	kjv_text_1611__functional_equivalence_reading	robustly_binocular	1	1	8	1
kjv_text_1611	kjv_text_1611__exclusive_inspiration_reading	kjv_text_1611__revisable_translation_reading	robustly_binocular	1	1	9	2
kjv_text_1611	kjv_text_1611__functional_equivalence_reading	kjv_text_1611__revisable_translation_reading	key_fragile	4	0	5	2
kodashim_obligation	kodashim_obligation__memorial_archival	kodashim_obligation__performance_prerequisite	robustly_binocular	0	1	8	2
kodashim_obligation	kodashim_obligation__memorial_archival	kodashim_obligation__study_as_occupation	robustly_binocular	0	1	8	2
kodashim_obligation	kodashim_obligation__performance_prerequisite	kodashim_obligation__study_as_occupation	key_fragile	2	1	6	0
lausanne_minority_protections	lausanne_minority_protections__expansive_reading	lausanne_minority_protections__guarantor_reading	key_fragile	0	0	12	4
lausanne_minority_protections	lausanne_minority_protections__expansive_reading	lausanne_minority_protections__restrictive_reading	key_fragile	1	0	10	4
lausanne_minority_protections	lausanne_minority_protections__guarantor_reading	lausanne_minority_protections__restrictive_reading	robustly_binocular	2	1	6	3
legal_personhood_boundary	legal_personhood_boundary__developmental_potentiality_reading	legal_personhood_boundary__functional_capacity_reading	robustly_binocular	2	1	6	2
legal_personhood_boundary	legal_personhood_boundary__developmental_potentiality_reading	legal_personhood_boundary__restrictive_anthropocentric_reading	robustly_binocular	4	1	3	2
legal_personhood_boundary	legal_personhood_boundary__functional_capacity_reading	legal_personhood_boundary__restrictive_anthropocentric_reading	robustly_binocular	1	1	9	2
legitimate_knowledge_boundary	legitimate_knowledge_boundary__credentialed_expertise_reading	legitimate_knowledge_boundary__experiential_pluralism_reading	key_fragile	1	0	12	3
legitimate_knowledge_boundary	legitimate_knowledge_boundary__credentialed_expertise_reading	legitimate_knowledge_boundary__hybrid_coproduction_reading	key_fragile	4	0	6	1
legitimate_knowledge_boundary	legitimate_knowledge_boundary__experiential_pluralism_reading	legitimate_knowledge_boundary__hybrid_coproduction_reading	key_fragile	2	0	10	4
liability_attribution	liability_attribution__deployer_liability	liability_attribution__developer_liability	key_fragile	4	0	5	1
liability_attribution	liability_attribution__deployer_liability	liability_attribution__shared_liability	key_fragile	4	0	4	1
liability_attribution	liability_attribution__developer_liability	liability_attribution__shared_liability	key_fragile	5	0	3	1
licensing_statute_mandate	licensing_statute_mandate__graduated_access_filter	licensing_statute_mandate__public_safety_coordination	robustly_binocular	0	3	5	4
licensing_statute_mandate	licensing_statute_mandate__graduated_access_filter	licensing_statute_mandate__rent_seeking_suppression	key_fragile	2	0	8	1
licensing_statute_mandate	licensing_statute_mandate__public_safety_coordination	licensing_statute_mandate__rent_seeking_suppression	robustly_binocular	0	2	7	4
lycurgan_laws	lycurgan_laws__adaptive_fiction_reading	lycurgan_laws__demographic_trap_reading	robustly_binocular	1	1	8	1
lycurgan_laws	lycurgan_laws__adaptive_fiction_reading	lycurgan_laws__sacral_fidelity_reading	robustly_undersampled	3	0	6	0
lycurgan_laws	lycurgan_laws__demographic_trap_reading	lycurgan_laws__sacral_fidelity_reading	robustly_undersampled	1	0	10	0
maat_order_principle	maat_order_principle__distributed_maintenance_reading	maat_order_principle__divine_mandate_reading	key_fragile	0	0	10	3
maat_order_principle	maat_order_principle__distributed_maintenance_reading	maat_order_principle__reciprocity_reading	key_fragile	0	0	12	3
maat_order_principle	maat_order_principle__divine_mandate_reading	maat_order_principle__reciprocity_reading	robustly_binocular	0	1	8	2
magna_carta_1215	magna_carta_1215__baronial_privilege_reading	magna_carta_1215__living_document_reading	key_fragile	2	0	8	1
magna_carta_1215	magna_carta_1215__baronial_privilege_reading	magna_carta_1215__universal_rights_reading	key_fragile	3	0	6	1
magna_carta_1215	magna_carta_1215__living_document_reading	magna_carta_1215__universal_rights_reading	key_fragile	2	0	8	2
magna_carta_clause_39	magna_carta_clause_39__feudal_prerogative_reading	magna_carta_clause_39__liberal_due_process_reading	robustly_binocular	0	2	8	4
magna_carta_clause_39	magna_carta_clause_39__feudal_prerogative_reading	magna_carta_clause_39__originalist_limitation_reading	robustly_binocular	0	2	5	4
magna_carta_clause_39	magna_carta_clause_39__liberal_due_process_reading	magna_carta_clause_39__originalist_limitation_reading	key_fragile	0	0	11	2
magna_carta_constraint_authority	magna_carta_constraint_authority__feudal_obsolescence_reading	magna_carta_constraint_authority__living_constitutionalism_reading	robustly_binocular	0	2	8	4
magna_carta_constraint_authority	magna_carta_constraint_authority__feudal_obsolescence_reading	magna_carta_constraint_authority__parliamentary_sovereignty_reading	robustly_binocular	2	2	4	4
magna_carta_constraint_authority	magna_carta_constraint_authority__living_constitutionalism_reading	magna_carta_constraint_authority__parliamentary_sovereignty_reading	key_fragile	2	0	8	4
manifesto_revolutionary_method	manifesto_revolutionary_method__council_communist_reading	manifesto_revolutionary_method__democratic_gradualism_reading	key_fragile	3	0	7	3
manifesto_revolutionary_method	manifesto_revolutionary_method__council_communist_reading	manifesto_revolutionary_method__vanguard_rupture_reading	robustly_binocular	2	1	6	2
manifesto_revolutionary_method	manifesto_revolutionary_method__democratic_gradualism_reading	manifesto_revolutionary_method__vanguard_rupture_reading	key_fragile	2	0	9	3
market_as_natural_default	market_as_natural_default__beneficiary_maintained_reading	market_as_natural_default__lapsed_alternative_reading	key_fragile	3	0	6	1
marriage_authority	marriage_authority__communal_autonomy_reading	marriage_authority__federalist_millet_reading	robustly_binocular	1	1	9	3
marriage_authority	marriage_authority__communal_autonomy_reading	marriage_authority__gender_rights_reading	robustly_binocular	0	1	12	4
marriage_authority	marriage_authority__communal_autonomy_reading	marriage_authority__judicial_harmonization_reading	key_fragile	0	0	13	3
marriage_authority	marriage_authority__communal_autonomy_reading	marriage_authority__secularist_reading	key_fragile	0	0	14	3
marriage_authority	marriage_authority__federalist_millet_reading	marriage_authority__gender_rights_reading	robustly_binocular	1	2	7	4
marriage_authority	marriage_authority__federalist_millet_reading	marriage_authority__judicial_harmonization_reading	robustly_binocular	1	1	8	2
marriage_authority	marriage_authority__federalist_millet_reading	marriage_authority__secularist_reading	key_fragile	1	0	11	2
marriage_authority	marriage_authority__gender_rights_reading	marriage_authority__judicial_harmonization_reading	robustly_binocular	1	2	7	3
marriage_authority	marriage_authority__gender_rights_reading	marriage_authority__secularist_reading	robustly_binocular	1	2	8	3
marriage_authority	marriage_authority__judicial_harmonization_reading	marriage_authority__secularist_reading	key_fragile	5	0	3	1
marriage_sacrament	marriage_sacrament__civic_pastoral_reading	marriage_sacrament__hierarchical_indissolubility_reading	key_fragile	2	0	9	1
monopoly_rulebook	monopoly_rulebook__extraction_demo_reading	monopoly_rulebook__social_scaffold_reading	robustly_binocular	1	1	7	1
monopoly_rulebook	monopoly_rulebook__extraction_demo_reading	monopoly_rulebook__tournament_orthodoxy_reading	robustly_binocular	0	1	7	2
monopoly_rulebook	monopoly_rulebook__social_scaffold_reading	monopoly_rulebook__tournament_orthodoxy_reading	robustly_binocular	0	1	8	3
montevideo_statehood_criteria	montevideo_statehood_criteria__constitutive_reading	montevideo_statehood_criteria__declaratory_reading	key_fragile	2	0	8	2
montevideo_statehood_criteria	montevideo_statehood_criteria__constitutive_reading	montevideo_statehood_criteria__hybrid_reading	robustly_undersampled	3	0	7	0
montevideo_statehood_criteria	montevideo_statehood_criteria__declaratory_reading	montevideo_statehood_criteria__hybrid_reading	key_fragile	3	0	7	2
nafta_jurisdictional_boundary	nafta_jurisdictional_boundary__capital_supremacy_reading	nafta_jurisdictional_boundary__embedded_liberalism_reading	robustly_undersampled	1	0	12	0
nafta_jurisdictional_boundary	nafta_jurisdictional_boundary__capital_supremacy_reading	nafta_jurisdictional_boundary__sovereignty_primacy_reading	robustly_undersampled	2	0	9	0
nafta_jurisdictional_boundary	nafta_jurisdictional_boundary__embedded_liberalism_reading	nafta_jurisdictional_boundary__sovereignty_primacy_reading	robustly_undersampled	3	0	7	0
naskh_principle	naskh_principle__classical_abrogation	naskh_principle__contextual_harmonization	key_fragile	3	0	6	2
naskh_principle	naskh_principle__classical_abrogation	naskh_principle__progressive_restriction	key_fragile	2	0	8	2
naskh_principle	naskh_principle__contextual_harmonization	naskh_principle__progressive_restriction	robustly_undersampled	3	0	6	0
nicene_christological_kernel	nicene_christological_kernel__homoiousios_reading	nicene_christological_kernel__homoousios_reading	key_fragile	1	0	11	2
nicene_creed_authority	nicene_creed_authority__boundary_maintenance_reading	nicene_creed_authority__confessional_reading	robustly_binocular	0	1	10	5
nicene_creed_authority	nicene_creed_authority__boundary_maintenance_reading	nicene_creed_authority__imperial_uniformity_reading	robustly_binocular	1	1	8	2
nicene_creed_authority	nicene_creed_authority__boundary_maintenance_reading	nicene_creed_authority__liturgical_habituation_reading	robustly_binocular	0	1	8	2
nicene_creed_authority	nicene_creed_authority__boundary_maintenance_reading	nicene_creed_authority__strict_orthodox_reading	key_fragile	2	0	8	2
nicene_creed_authority	nicene_creed_authority__boundary_maintenance_reading	nicene_creed_authority__symbolic_confessional_reading	robustly_binocular	0	1	9	3
nicene_creed_authority	nicene_creed_authority__confessional_reading	nicene_creed_authority__imperial_uniformity_reading	robustly_binocular	0	1	10	5
nicene_creed_authority	nicene_creed_authority__confessional_reading	nicene_creed_authority__liturgical_habituation_reading	key_fragile	0	0	10	2
nicene_creed_authority	nicene_creed_authority__confessional_reading	nicene_creed_authority__strict_orthodox_reading	robustly_binocular	0	2	8	5
nicene_creed_authority	nicene_creed_authority__confessional_reading	nicene_creed_authority__symbolic_confessional_reading	key_fragile	0	0	11	2
nicene_creed_authority	nicene_creed_authority__imperial_uniformity_reading	nicene_creed_authority__liturgical_habituation_reading	robustly_binocular	0	1	8	2
nicene_creed_authority	nicene_creed_authority__imperial_uniformity_reading	nicene_creed_authority__strict_orthodox_reading	robustly_binocular	2	1	6	2
nicene_creed_authority	nicene_creed_authority__imperial_uniformity_reading	nicene_creed_authority__symbolic_confessional_reading	robustly_binocular	0	1	9	3
nicene_creed_authority	nicene_creed_authority__liturgical_habituation_reading	nicene_creed_authority__strict_orthodox_reading	robustly_binocular	0	1	8	4
nicene_creed_authority	nicene_creed_authority__liturgical_habituation_reading	nicene_creed_authority__symbolic_confessional_reading	robustly_binocular	1	1	5	3
nicene_creed_authority	nicene_creed_authority__strict_orthodox_reading	nicene_creed_authority__symbolic_confessional_reading	robustly_binocular	0	1	9	3
notability_guidelines	notability_guidelines__deletionist_reading	notability_guidelines__deliberative_reading	robustly_binocular	2	1	6	2
notability_guidelines	notability_guidelines__deletionist_reading	notability_guidelines__inclusionist_reading	robustly_undersampled	1	0	10	0
notability_guidelines	notability_guidelines__deliberative_reading	notability_guidelines__inclusionist_reading	robustly_binocular	1	1	8	3
npt_article_iv_vi_pairing	npt_article_iv_vi_pairing__abolitionist	npt_article_iv_vi_pairing__grand_bargain	robustly_binocular	3	1	4	2
npt_article_iv_vi_pairing	npt_article_iv_vi_pairing__abolitionist	npt_article_iv_vi_pairing__nonproliferation_primary	key_fragile	2	0	8	2
npt_article_iv_vi_pairing	npt_article_iv_vi_pairing__grand_bargain	npt_article_iv_vi_pairing__nonproliferation_primary	key_fragile	1	0	10	2
npt_treaty_1970	npt_treaty_1970__oligopoly_enforcement_reading	npt_treaty_1970__reciprocal_disarmament_reading	robustly_binocular	1	1	11	3
npt_treaty_1970	npt_treaty_1970__oligopoly_enforcement_reading	npt_treaty_1970__withdrawal_sovereignty_reading	key_fragile	4	0	7	2
npt_treaty_1970	npt_treaty_1970__reciprocal_disarmament_reading	npt_treaty_1970__withdrawal_sovereignty_reading	key_fragile	1	0	12	4
npt_treaty_text	npt_treaty_text__nnws_reading	npt_treaty_text__nws_reading	key_fragile	3	0	6	2
npt_treaty_text	npt_treaty_text__nnws_reading	npt_treaty_text__withdrawal_threshold_reading	robustly_binocular	2	1	5	2
npt_treaty_text	npt_treaty_text__nws_reading	npt_treaty_text__withdrawal_threshold_reading	robustly_binocular	3	1	3	2
nsl_legal_text	nsl_legal_text__democratic_enclosure_reading	nsl_legal_text__jurisdictional_capture_reading	key_fragile	3	0	7	3
nsl_legal_text	nsl_legal_text__democratic_enclosure_reading	nsl_legal_text__sovereignty_restoration_reading	key_fragile	1	0	11	3
nsl_legal_text	nsl_legal_text__jurisdictional_capture_reading	nsl_legal_text__sovereignty_restoration_reading	key_fragile	2	0	8	1
one_country_two_systems_framework	one_country_two_systems_framework__autonomy_primacy_reading	one_country_two_systems_framework__balanced_coexistence_reading	key_fragile	0	0	15	3
one_country_two_systems_framework	one_country_two_systems_framework__autonomy_primacy_reading	one_country_two_systems_framework__sovereignty_primacy_reading	key_fragile	1	0	11	3
one_country_two_systems_framework	one_country_two_systems_framework__balanced_coexistence_reading	one_country_two_systems_framework__sovereignty_primacy_reading	key_fragile	0	0	12	2
ost_article_ii_non_appropriation	ost_article_ii_non_appropriation__commons_conservation	ost_article_ii_non_appropriation__extraction_permissive	key_fragile	2	0	8	2
ost_article_ii_non_appropriation	ost_article_ii_non_appropriation__commons_conservation	ost_article_ii_non_appropriation__international_regime	key_fragile	1	0	10	3
ost_article_ii_non_appropriation	ost_article_ii_non_appropriation__extraction_permissive	ost_article_ii_non_appropriation__international_regime	robustly_binocular	1	1	8	1
paris_article_4_ndc	paris_article_4_ndc__equity_reading	paris_article_4_ndc__sovereigntist_reading	robustly_binocular	1	2	7	2
paris_article_4_ndc	paris_article_4_ndc__equity_reading	paris_article_4_ndc__supranational_reading	key_fragile	2	0	9	1
paris_article_4_ndc	paris_article_4_ndc__sovereigntist_reading	paris_article_4_ndc__supranational_reading	robustly_binocular	1	2	6	2
permissive_license_text	permissive_license_text__commons_coordination_reading	permissive_license_text__copyleft_counterfactual_reading	robustly_binocular	0	2	8	5
permissive_license_text	permissive_license_text__commons_coordination_reading	permissive_license_text__corporate_moat_reading	key_fragile	0	0	11	4
permissive_license_text	permissive_license_text__copyleft_counterfactual_reading	permissive_license_text__corporate_moat_reading	key_fragile	1	0	9	2
personhood_boundary	personhood_boundary__birth_reading	personhood_boundary__birth_threshold_reading	robustly_binocular	1	1	7	2
personhood_boundary	personhood_boundary__birth_reading	personhood_boundary__conception_reading	robustly_binocular	1	1	8	3
personhood_boundary	personhood_boundary__birth_reading	personhood_boundary__developmental_capacity_reading	robustly_binocular	1	2	7	2
personhood_boundary	personhood_boundary__birth_reading	personhood_boundary__spartan_eugenic_reading	robustly_binocular	0	1	9	3
personhood_boundary	personhood_boundary__birth_reading	personhood_boundary__viability_reading	robustly_binocular	0	1	8	2
personhood_boundary	personhood_boundary__birth_threshold_reading	personhood_boundary__conception_reading	key_fragile	2	0	7	1
personhood_boundary	personhood_boundary__birth_threshold_reading	personhood_boundary__developmental_capacity_reading	robustly_undersampled	3	0	6	0
personhood_boundary	personhood_boundary__birth_threshold_reading	personhood_boundary__spartan_eugenic_reading	robustly_binocular	0	1	8	2
personhood_boundary	personhood_boundary__birth_threshold_reading	personhood_boundary__viability_reading	robustly_binocular	0	1	7	3
