
====================================================
   STRUCTURAL ANALYSIS STACK INITIALIZED             
PROV institutional_trust_erosion_c0 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-5-20250929 2026-06-12
PROV institutional_validation_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV institutional_verification_collapse 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-16
PROV interactionist_reading 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-25
PROV intervention_target_selection 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-25
PROV jewish_self_determination__indigenous_return_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV jewish_sovereignty_palestine__cultural_zionist_reading 22843cdfd28a814d8f30c35778e75821452545bd gemini-2.5-flash 2026-06-13
PROV jewish_sovereignty_palestine__settler_colonial_reading 22843cdfd28a814d8f30c35778e75821452545bd gemini-2.5-flash 2026-06-13
PROV jewish_territorial_claim__labor_zionism_reading 22843cdfd28a814d8f30c35778e75821452545bd gemini-2.5-flash 2026-06-13
PROV john_1_1_logos__non_incarnational_monotheist 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV knowledge_legitimacy_biomedicine_flat_control 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV lausanne_minority_protections__guarantor_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV learning_difficulty_substrate_flat_control 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-27
PROV livelihood_security_reading 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-20250514 2026-06-11
PROV llm_synthesis_capacity 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV longevity_mismatch 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-24
PROV lycurgan_laws__demographic_trap_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV maat_order_principle__reciprocity_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV marriage_authority__judicial_harmonization_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV mitochondrial_demand_signal_deficiency 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV model_collapse_feedback 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-30
PROV moral_causation_locus_flat_control 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-25
PROV nad_precursor_bioavailability 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV neutron_star_bombardment_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-13
PROV nicene_creed_authority__liturgical_habituation_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV organization_floor_c0 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-5-20250929 2026-06-12
PROV partition_choice_reading 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-29
PROV performance_legitimacy_flat_control 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-20250514 2026-06-12
PROV polaris_document_status_flat_control 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-17
PROV post_evidentiary 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-16
PROV pragmatic_action_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV pre_public_initiative_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-17
PROV prerequisite_debt_reading 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-27
PROV press_reformation_causality__strategic_deployment 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV press_reformation_causation__mutual_shaping 22843cdfd28a814d8f30c35778e75821452545bd gemini-2.5-flash 2026-06-13
PROV press_reformation_causation__strategic_deployment 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV propagation_speed_asymmetry 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-16
PROV property_sector_overhang 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-20250514 2025-06-12
PROV protein_anabolic_resistance 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV qualitative_development_reading 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-20250514 2026-06-11
PROV quantitative_growth_reading 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-20250514 2026-06-11
PROV radiative_levitation_stratification 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-13
PROV reading_acquisition_legitimacy__whole_language_meaning_primacy 22843cdfd28a814d8f30c35778e75821452545bd gemini-2.5-flash 2026-06-13
PROV refugee_convention_text__expansive_humanitarian_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV regulated_stablecoin_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-15
PROV responsibility_preservation_mechanism 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-25
PROV scale_ceiling_c0 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-5-20250929 2026-06-12
PROV secession_legitimacy_boundary__constitutional_impossibility_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV sex_gender_category__identity_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV shinbutsu_ontological_commitment__incoherence_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV situational_reading 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-25
PROV sovereign_cbdc_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-15
PROV specification_binding_authority 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-17
PROV speech_protection_kernel__absolutist_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV state_killing_legitimacy__abolition_reading 22843cdfd28a814d8f30c35778e75821452545bd gemini-2.5-flash 2026-06-13
PROV statutory_debt_ceiling__coordination_scaffold_reading 22843cdfd28a814d8f30c35778e75821452545bd gemini-2.5-flash 2026-06-13
PROV superheavy_decay_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-13
PROV synthesis_infrastructure_gap 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV techno_nationalist_reading 046e0a40c34cddf4fff29b8c15f632dbdef31b7a claude-sonnet-4-20250514 2026-06-11
PROV third_act_arbitrage 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-24
PROV trajectory_extrapolation_reading 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-29
PROV udhr_article_3__negative_liberty_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV validation_judgment_separation 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-18
PROV vedic_corpus_social_prescription__colonial_orientalist_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV visual_evidentiary_authority_flat_control 22843cdfd28a814d8f30c35778e75821452545bd claude-sonnet-4-5-20250929 2026-06-16
PROV womens_financial_autonomy 8080348c4e16a265fafc924dcde83360dfd170fc claude-sonnet-4-5-20250929 2026-06-24
PROV zero_mathematical_status__parmenidean_rejection 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV zero_mathematical_status__placeholder_reading 22843cdfd28a814d8f30c35778e75821452545bd claude-haiku-4-5-20251001 2026-06-13
PROV zionist_legitimacy_basis__national_liberation_reading 22843cdfd28a814d8f30c35778e75821452545bd gemini-2.5-flash 2026-06-13
KERNEL ability_ceiling_reading learning_difficulty_substrate
KERNEL access_barrier_reading learning_difficulty_substrate
KERNEL animal_status_kernel__property_reading animal_status_kernel
KERNEL authoritative_specification_reading polaris_document_status
KERNEL basic_law_interpretive_authority__parliamentary_sovereignty_reading basic_law_interpretive_authority
KERNEL basic_law_interpretive_boundary__parliamentary_sovereignty_reading basic_law_interpretive_boundary
KERNEL bitcoin_whitepaper_purpose__nakamoto_oracle_opacity bitcoin_whitepaper_purpose
KERNEL border_control_legitimacy__freedom_of_movement_primary border_control_legitimacy
KERNEL catastrophe_memory_kernel__boundary_maintenance_reading catastrophe_memory_kernel
KERNEL conceptual_framework_reading polaris_document_status
KERNEL crypto_permissionless_reading digital_money_legitimacy
KERNEL dispositional_reading moral_causation_locus
KERNEL distributed_verification visual_evidentiary_authority
KERNEL divine_legitimacy_substrate__folk_syncretistic_reading divine_legitimacy_substrate
KERNEL doomsday_clock_metric__hybrid_legitimacy_reading doomsday_clock_metric
KERNEL dueling_disappearance_mechanism__overdetermined_composite_reading dueling_disappearance_mechanism
KERNEL epistemic_collapse visual_evidentiary_authority
KERNEL equal_protection_kernel__colorblind_reading equal_protection_kernel
KERNEL fictional_construct_reading polaris_document_status
KERNEL fourteenth_amendment_equal_protection__formal_equality_reading fourteenth_amendment_equal_protection
KERNEL generation_gate_reading generality_standard
KERNEL gita_kurukshetra_discourse__gandhian_allegorical_reading gita_kurukshetra_discourse
KERNEL historical_treaty_substrate__stewardship_reading historical_treaty_substrate
KERNEL indexical_realism visual_evidentiary_authority
KERNEL institutional_validation_reading knowledge_legitimacy_biomedicine
KERNEL interactionist_reading moral_causation_locus
KERNEL jewish_self_determination__indigenous_return_reading jewish_self_determination
KERNEL jewish_sovereignty_palestine__cultural_zionist_reading jewish_sovereignty_palestine
KERNEL jewish_sovereignty_palestine__settler_colonial_reading jewish_sovereignty_palestine
KERNEL jewish_territorial_claim__labor_zionism_reading jewish_territorial_claim
KERNEL john_1_1_logos__non_incarnational_monotheist john_1_1_logos
KERNEL lausanne_minority_protections__guarantor_reading lausanne_minority_protections
KERNEL livelihood_security_reading performance_legitimacy
KERNEL lycurgan_laws__demographic_trap_reading lycurgan_laws
KERNEL maat_order_principle__reciprocity_reading maat_order_principle
KERNEL marriage_authority__judicial_harmonization_reading marriage_authority
KERNEL neutron_star_bombardment_reading actinide_replenishment_mechanism
KERNEL nicene_creed_authority__liturgical_habituation_reading nicene_creed_authority
KERNEL partition_choice_reading generality_standard
KERNEL post_evidentiary visual_evidentiary_authority
KERNEL pragmatic_action_reading knowledge_legitimacy_biomedicine
KERNEL pre_public_initiative_reading polaris_document_status
KERNEL prerequisite_debt_reading learning_difficulty_substrate
KERNEL press_reformation_causality__strategic_deployment press_reformation_causality
KERNEL press_reformation_causation__mutual_shaping press_reformation_causation
KERNEL press_reformation_causation__strategic_deployment press_reformation_causation
KERNEL qualitative_development_reading performance_legitimacy
KERNEL quantitative_growth_reading performance_legitimacy
KERNEL reading_acquisition_legitimacy__whole_language_meaning_primacy reading_acquisition_legitimacy
KERNEL refugee_convention_text__expansive_humanitarian_reading refugee_convention_text
KERNEL regulated_stablecoin_reading digital_money_legitimacy
KERNEL secession_legitimacy_boundary__constitutional_impossibility_reading secession_legitimacy_boundary
KERNEL sex_gender_category__identity_reading sex_gender_category
KERNEL shinbutsu_ontological_commitment__incoherence_reading shinbutsu_ontological_commitment
KERNEL situational_reading moral_causation_locus
KERNEL sovereign_cbdc_reading digital_money_legitimacy
KERNEL speech_protection_kernel__absolutist_reading speech_protection_kernel
KERNEL state_killing_legitimacy__abolition_reading state_killing_legitimacy
KERNEL statutory_debt_ceiling__coordination_scaffold_reading statutory_debt_ceiling
KERNEL superheavy_decay_reading actinide_replenishment_mechanism
KERNEL techno_nationalist_reading performance_legitimacy
KERNEL trajectory_extrapolation_reading generality_standard
KERNEL udhr_article_3__negative_liberty_reading udhr_article_3
KERNEL vedic_corpus_social_prescription__colonial_orientalist_reading vedic_corpus_social_prescription
KERNEL zero_mathematical_status__parmenidean_rejection zero_mathematical_status
KERNEL zero_mathematical_status__placeholder_reading zero_mathematical_status
KERNEL zionist_legitimacy_basis__national_liberation_reading zionist_legitimacy_basis
MCC_EXCL basic_law_interpretive_boundary__parliamentary_sovereignty_reading [international_observers_and_treaty_partners]
MCC_EXCL conceptual_framework_reading [implementation_seekers]
MCC_EXCL demographic_resource_allocation [migrant_worker_households]
MCC_EXCL demographic_skill_mismatch_c0 [younger_potential_entrants]
MCC_EXCL fictional_construct_reading [engineering_practitioners]
MCC_EXCL jewish_sovereignty_palestine__cultural_zionist_reading [liberal_nationalist_zionists]
MCC_EXCL neutron_star_bombardment_reading [superheavy_element_researchers]
MCC_EXCL radiative_levitation_stratification [alternative_mechanism_proponents]
MCC_EXCL refugee_convention_text__expansive_humanitarian_reading [restrictive_sovereigntist_governments,procedural_integrity_advocates]
