id	eps	supp	tr	chi	mt	ft
equal_protection_commitment__diversity_reading	0.28	0.22	0.15	0.3835805907655109	unknown	unknown
equal_protection_commitment__remedial_reading	0.52	0.48	0.28	0.7123639542788058	tangled_rope	tangled_rope
equal_protection_kernel__antisubordination_reading	0.31	0.68	0.22	0.4246785112046727	tangled_rope	tangled_rope
equal_protection_kernel__remedial_reading	0.38	0.52	0.41	0.5205736588960505	tangled_rope	tangled_rope
equality_clause_scope__expansive_universalist	0.38	0.29	0.18	0.5205736588960505	unknown	unknown
equality_clause_scope__progressive_textualist	0.42	0.38	0.22	0.5753708861482661	unknown	unknown
equality_clause_scope__restrictive_originalist	0.78	0.81	0.42	1.0685459314182089	snare	snare
eternal_marriage_covenant__immutable_commandment_reading	0.81	0.88	0.42	1.1096438518573708	snare	snare
eternal_marriage_covenant__prophetic_override_reading	0.68	0.71	0.52	0.9315528632876693	snare	snare
eternal_marriage_covenant__temporal_accommodation_reading	0.31	0.42	0.58	0.4246785112046727	tangled_rope	tangled_rope
eu_council_unanimity__diplomatic_capital_reading	0.38	0.12	0.22	0.5205736588960505	unknown	unknown
eu_council_unanimity__sovereignty_guarantor_reading	0.35	0.12	0.08	0.47947573845688846	unknown	unknown
eu_council_unanimity__veto_trap_reading	0.68	0.52	0.41	0.9315528632876693	unknown	snare
exercise_as_competence_maintenance__hybrid_decay_reading	0.58	0.42	0.67	0.7945597951571295	tangled_rope	tangled_rope
exercise_as_competence_maintenance__lived_catastrophe_necessity_reading	0.68	0.72	0.58	0.5303999999999999	tangled_rope	tangled_rope
exercise_as_competence_maintenance__simulation_sufficiency_reading	0.62	0.45	0.58	0.4835999999999999	tangled_rope	tangled_rope
fair_use_four_factor_test__creator_centric_reading	0.68	0.61	0.28	0.9315528632876693	snare	snare
fair_use_four_factor_test__transformative_use_reading	0.48	0.42	0.28	0.6575667270265899	tangled_rope	tangled_rope
fair_use_four_factor_test__user_centric_reading	0.38	0.42	0.22	0.5205736588960505	tangled_rope	tangled_rope
fair_use_statutory_exception__market_licensing_reading	0.92	0.88	0.41	1.2603362268009641	snare	snare
fair_use_statutory_exception__narrow_defense_reading	0.78	0.71	0.42	1.0685459314182089	snare	snare
fair_use_statutory_exception__transformative_right_reading	0.38	0.31	0.22	0.5205736588960505	unknown	unknown
family_law_authority__christian_canonical_reading	0.62	0.71	0.41	0.8493570224093454	snare	snare
family_law_authority__hindu_dharmashastra_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
family_law_authority__muslim_shariat_reading	0.58	0.62	0.28	0.7945597951571295	snare	snare
family_law_authority__parsi_zoroastrian_reading	0.68	0.72	0.42	0.9315528632876693	snare	snare
family_law_authority__secular_contractual_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
federation_membership__integration_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
federation_membership__sovereignty_reading	0.67	0.71	0.42	0.9178535564746153	snare	snare
federation_membership_kernel__integration_reading	0.68	0.71	0.28	0.9315528632876693	snare	snare
federation_membership_kernel__member_sovereignty_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
federation_membership_kernel__welfare_coordination_reading	0.68	0.55	0.42	0.9315528632876693	unknown	snare
federation_membership_obligations__integration_primary	0.68	0.61	0.28	0.9315528632876693	snare	snare
federation_membership_obligations__member_sovereignty_primary	0.62	0.71	0.44	0.8493570224093454	snare	snare
federation_membership_obligations__selective_solidarity	0.68	0.71	0.42	0.9315528632876693	snare	snare
federation_membership_treaty__integration_primary	0.68	0.72	0.28	0.9315528632876693	snare	snare
federation_membership_treaty__sovereignty_primary	0.62	0.71	0.41	0.8493570224093454	snare	snare
federation_membership_treaty__subsidiarity_balance	0.58	0.52	0.41	0.7945597951571295	tangled_rope	tangled_rope
feud_obligation_kernel__christianized_pacification_reading	0.71	0.88	0.42	0.9726507837268309	snare	snare
feud_obligation_kernel__extraction_cycle_reading	0.81	0.79	0.41	1.1096438518573708	snare	snare
feud_obligation_kernel__stateless_coordination_reading	0.38	0.42	0.22	0.5205736588960505	unknown	unknown
feudal_oath_reciprocity__ecclesiastical_mediation_reading	0.58	0.62	0.41	0.7945597951571295	snare	snare
feudal_oath_reciprocity__lord_extraction_reading	0.81	0.77	0.42	1.1096438518573708	snare	snare
feudal_oath_reciprocity__vassal_coordination_reading	0.35	0.28	0.18	0.47947573845688846	unknown	piton
fifth_republic_constitution__cohabitation_equilibrium_reading	0.51	0.38	0.42	0.6986646474657519	unknown	snare
fifth_republic_constitution__hyper_presidential_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
fifth_republic_constitution__parliamentary_constraint_reading	0.18	0.12	0.22	0.24658752263497122	rope	rope
first_amendment_speech_protection__absolutist_reading	0.68	0.71	0.42	0.9315528632876693	snare	tangled_rope
first_amendment_speech_protection__categorical_balancing_reading	0.62	0.58	0.41	0.8493570224093454	tangled_rope	tangled_rope
first_amendment_speech_protection__harm_limited_reading	0.58	0.62	0.41	0.7945597951571295	snare	snare
fisa_702_statutory_text__constitutional_floor_reading	0.25	0.15	0.05	0.34248267032634894	scaffold	tangled_rope
fisa_702_statutory_text__foreign_target_strict_reading	0.15	0.12	0.08	0.20548960219580936	rope	rope
fisa_702_statutory_text__incidental_collection_reading	0.45	0.72	0.41	0.6164688065874281	tangled_rope	tangled_rope
flexible_employment_legitimacy__developmental_state_reading	0.58	0.42	0.28	0.7945597951571295	unknown	snare
flexible_employment_legitimacy__market_efficiency_reading	0.42	0.28	0.31	0.5753708861482661	unknown	unknown
flexible_employment_legitimacy__precarity_extraction_reading	0.81	0.76	0.58	1.1096438518573708	snare	snare
fourteenth_amendment_equal_protection__anti_caste_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
gdpr_article_3_scope__effects_jurisdiction_reading	0.68	0.71	0.28	0.9315528632876693	snare	snare
gdpr_article_3_scope__market_access_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
gdpr_article_3_scope__territorial_sovereignty_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
gelassenheit_separation__artifact_reading	0.82	0.91	0.58	1.1233431586704243	snare	snare
gelassenheit_separation__consequence_reading	0.38	0.41	0.18	0.5205736588960505	tangled_rope	tangled_rope
gelassenheit_separation__principle_reading	0.45	0.52	0.28	0.6164688065874281	tangled_rope	tangled_rope
gendered_category_membership__biological_sex_reading	0.68	0.76	0.41	0.9315528632876693	snare	snare
gendered_category_membership__gender_identity_reading	0.48	0.52	0.41	0.6575667270265899	tangled_rope	tangled_rope
gendered_category_membership__social_role_reading	0.52	0.61	0.28	0.7123639542788058	snare	snare
genesis_creation_cosmology__literary_framework	0.61	0.58	0.48	0.8356577155962914	tangled_rope	tangled_rope
genesis_creation_cosmology__theistic_evolution	0.62	0.58	0.41	0.8493570224093454	tangled_rope	tangled_rope
genesis_creation_cosmology__young_earth_literal	0.68	0.76	0.42	0.9315528632876693	snare	snare
genesis_creation_narrative__allegorical_ancient_near_east	0.31	0.28	0.18	0.4246785112046727	unknown	unknown
genesis_creation_narrative__literal_young_earth	0.68	0.79	0.41	0.9315528632876693	snare	snare
genesis_creation_narrative__theistic_evolutionary	0.38	0.29	0.22	0.5205736588960505	unknown	unknown
geneva_conventions_1949__conditional_reciprocity_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
geneva_conventions_1949__humanitarian_ceiling_reading	0.31	0.72	0.18	0.4246785112046727	tangled_rope	tangled_rope
geneva_conventions_1949__security_maximization_reading	0.87	0.92	0.48	1.1918396927356942	snare	snare
geneva_conventions_protective_scope__hybrid_proportionality_reading	0.68	0.74	0.42	0.9315528632876693	snare	snare
geneva_conventions_protective_scope__state_centric_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
geneva_conventions_protective_scope__universal_rights_reading	0.68	0.41	0.22	0.9315528632876693	unknown	snare
gita_kurukshetra_discourse__orthodox_literal_reading	0.81	0.87	0.42	1.1096438518573708	snare	snare
gita_kurukshetra_discourse__universalist_devotional_reading	0.38	0.51	0.29	0.5205736588960505	tangled_rope	tangled_rope
gold_fiat_transition_mechanism__automatic_constraint_reading	0.71	0.42	0.28	0.9726507837268309	unknown	snare
gold_fiat_transition_mechanism__composite_overdetermination_reading	0.48	0.31	0.22	0.6575667270265899	unknown	snare
gold_fiat_transition_mechanism__creditor_discipline_reading	0.82	0.71	0.28	1.1233431586704243	snare	snare
gpl_copyleft_scope__enforcement_vacuum_reading	0.38	0.52	0.41	0.5205736588960505	tangled_rope	tangled_rope
gpl_copyleft_scope__narrow_scope_reading	0.35	0.28	0.22	0.47947573845688846	unknown	unknown
gpl_copyleft_scope__strong_copyleft_reading	0.76	0.71	0.28	1.041147317792101	snare	snare
gpl_derivative_work_trigger__broad_copyleft_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
gpl_derivative_work_trigger__narrow_linking_permissive_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
gpl_reciprocity_obligation__copyleft_as_commons_reading	0.48	0.32	0.18	0.6575667270265899	unknown	snare
gpl_reciprocity_obligation__copyleft_as_freedom_reading	0.38	0.72	0.18	0.5205736588960505	tangled_rope	tangled_rope
gpl_reciprocity_obligation__copyleft_as_restriction_reading	0.68	0.52	0.28	0.9315528632876693	unknown	snare
hagia_sophia_substrate__islamic_sovereignty_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
hagia_sophia_substrate__orthodox_restitution_reading	0.18	0.05	0.72	0.24658752263497122	rope	rope
hagia_sophia_substrate__universal_heritage_reading	0.68	0.72	0.58	0.9315528632876693	snare	snare
hebrew_continuity__bridge_pidginized	0.58	0.42	0.61	0.7945597951571295	tangled_rope	tangled_rope
hebrew_continuity__liturgical_preservation	0.68	0.72	0.58	0.9315528632876693	snare	snare
hebrew_continuity__native_generative	0.68	0.71	0.42	0.9315528632876693	snare	snare
hebrew_linguistic_life__liturgical_preservation_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
hebrew_linguistic_life__marketplace_pidgin_reading	0.42	0.38	0.22	0.5753708861482661	unknown	unknown
hebrew_linguistic_life__native_generational_reading	0.81	0.78	0.42	1.1096438518573708	snare	snare
hebrew_living_language__literary_revival_reading	0.12	0.08	0.18	0.16439168175664748	scaffold	tangled_rope
hebrew_living_language__liturgical_continuity_reading	0.12	0.08	0.05	0.16439168175664748	scaffold	rope
hebrew_living_language__native_generation_reading	0.68	0.72	0.28	0.9315528632876693	snare	snare
hebrew_vitality__hybrid_continuity_reading	0.15	0.08	0.05	0.20548960219580936	scaffold	tangled_rope
hebrew_vitality__liturgical_reading	0.15	0.22	0.18	0.20548960219580936	scaffold	scaffold
hebrew_vitality__native_daily_reading	0.62	0.71	0.28	0.8493570224093454	snare	snare
herem_command_dt7__allegorical_displacement_reading	0.0	0.15	0.08	0.0	scaffold	rope
herem_command_dt7__contextual_supersession_reading	0.38	0.42	0.58	0.5205736588960505	tangled_rope	tangled_rope
herem_command_dt7__durable_separation_reading	0.82	0.91	0.28	1.1233431586704243	snare	snare
historical_treaty_substrate__extinguishment_reading	0.89	0.91	0.72	1.2192383063618022	snare	snare
historical_treaty_substrate__nation_to_nation_reading	0.58	0.71	0.42	0.7945597951571295	snare	snare
hoa_covenant_scope__behavioral_control_reading	0.42	0.68	0.48	0.5753708861482661	tangled_rope	tangled_rope
hoa_covenant_scope__coordination_reading	0.16	0.12	0.08	0.21918890900886334	scaffold	rope
hoa_covenant_scope__extraction_reading	0.68	0.81	0.52	0.9315528632876693	snare	snare
homoousios_christology__arian_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
homoousios_christology__pro_nicene_reading	0.68	0.79	0.42	0.9315528632876693	snare	snare
homoousios_christology__semi_arian_reading	0.41	0.52	0.48	0.5616715793352122	tangled_rope	tangled_rope
homoousios_nicene__honorific_similarity_reading	0.38	0.45	0.52	0.5205736588960505	tangled_rope	tangled_rope
homoousios_nicene__metaphysical_equality_reading	0.68	0.82	0.41	0.9315528632876693	snare	snare
homoousios_nicene__subordinationist_reading	0.68	0.79	0.42	0.9315528632876693	snare	snare
honor_satisfaction_mechanism__composite_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
honor_satisfaction_mechanism__contraction_reading	0.0	0.0	0.0	0.0	mountain	tangled_rope
honor_satisfaction_mechanism__decline_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
honor_satisfaction_substrate__composite_overdetermined_reading	0.62	0.78	0.41	0.8493570224093454	snare	snare
honor_satisfaction_substrate__cultural_contraction_reading	0.15	0.08	0.12	0.20548960219580936	scaffold	rope
honor_satisfaction_substrate__practice_decline_reading	0.38	0.72	0.41	0.5205736588960505	tangled_rope	tangled_rope
honor_settlement_legitimacy__composite_reading	0.68	0.76	0.41	0.9315528632876693	snare	snare
honor_settlement_legitimacy__contraction_reading	0.18	0.12	0.08	0.24658752263497122	scaffold	rope
honor_settlement_legitimacy__drop_reading	0.31	0.72	0.58	0.4246785112046727	tangled_rope	piton
honor_violence_legitimacy__composite_reading	0.67	0.71	0.42	0.9178535564746153	snare	snare
honor_violence_legitimacy__contraction_reading	0.62	0.71	0.44	0.8493570224093454	snare	snare
honor_violence_legitimacy__drop_reading	0.41	0.38	0.52	0.5616715793352122	unknown	unknown
human_dignity_ai_governance__magisterial_integralist_reading	0.48	0.32	0.28	0.3743999999999999	unknown	snare
human_dignity_ai_governance__pluralist_pragmatic_reading	0.52	0.38	0.42	0.7123639542788058	unknown	snare
human_dignity_ai_governance__secular_humanist_reading	0.38	0.28	0.12	0.5205736588960505	unknown	unknown
human_dignity_ai_governance__techno_optimist_reading	0.78	0.62	0.41	1.0685459314182089	snare	snare
human_dignity_ai_safeguarding__autonomy_rights_reading	0.38	0.42	0.28	0.5205736588960505	tangled_rope	tangled_rope
human_dignity_ai_safeguarding__imago_dei_reading	0.68	0.89	0.52	0.9315528632876693	snare	snare
human_dignity_ai_safeguarding__posthumanist_reading	0.31	0.22	0.18	0.4246785112046727	unknown	unknown
human_transcendence_pathway__babel_reading	0.82	0.79	0.41	1.1233431586704243	snare	snare
human_transcendence_pathway__jerusalem_reading	0.35	0.18	0.12	0.47947573845688846	unknown	unknown
human_transcendence_pathway__technocratic_vs_incarnational_reading	0.78	0.81	0.42	1.0685459314182089	snare	snare
humane_treatment_standard__absolute_prohibition	0.18	0.12	0.08	0.24658752263497122	scaffold	tangled_rope
humane_treatment_standard__contextual_necessity	0.78	0.81	0.42	1.0685459314182089	snare	snare
humane_treatment_standard__proportionality_balancing	0.62	0.58	0.41	0.8493570224093454	tangled_rope	tangled_rope
ietf_openness_commitment__capture_substrate_reading	0.58	0.62	0.48	0.7945597951571295	snare	snare
ietf_openness_commitment__commons_stewardship_reading	0.18	0.12	0.22	0.24658752263497122	scaffold	tangled_rope
ietf_openness_commitment__legitimacy_erosion_reading	0.68	0.71	0.52	0.9315528632876693	snare	snare
ihl_distinction_proportionality__categorical_prohibition_reading	0.88	0.76	0.28	1.2055389995487482	snare	snare
ihl_distinction_proportionality__human_agency_reading	0.68	0.72	0.28	0.9315528632876693	snare	snare
ihl_distinction_proportionality__outcomes_based_reading	0.58	0.62	0.41	0.7945597951571295	snare	snare
imperial_mandate__bakufu_delegation_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
imperial_mandate__loyalist_restoration_reading	0.68	0.76	0.52	0.9315528632876693	snare	snare
imposition_mechanism_kernel__endogenous_climb_reading	0.18	0.12	0.08	0.24658752263497122	scaffold	tangled_rope
imposition_mechanism_kernel__exogenous_override_reading	0.82	0.88	0.62	1.1233431586704243	snare	snare
imposition_mechanism_kernel__hybrid_legitimation_reading	0.48	0.42	0.58	0.6575667270265899	tangled_rope	tangled_rope
imposition_pathway_kernel__endogenous_climb_reading	0.31	0.18	0.22	0.4246785112046727	unknown	unknown
imposition_pathway_kernel__exogenous_override_reading	0.68	0.81	0.28	0.9315528632876693	snare	snare
imposition_pathway_kernel__hybrid_cascade_reading	0.68	0.72	0.28	0.9315528632876693	snare	snare
income_support_commitment__dependency_trap_reading	0.68	0.52	0.41	0.9315528632876693	unknown	snare
income_support_commitment__freedom_floor_reading	0.18	0.12	0.08	0.24658752263497122	scaffold	piton
income_support_commitment__targeting_efficiency_reading	0.78	0.71	0.42	1.0685459314182089	snare	snare
income_support_conditionality__dependency_trap_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
income_support_conditionality__freedom_floor_reading	0.22	0.18	0.12	0.30138474988718705	scaffold	rope
income_support_conditionality__wage_subsidy_reading	0.68	0.52	0.41	0.9315528632876693	unknown	snare
ip_category_emergence__first_holding_reading	0.48	0.62	0.41	0.6575667270265899	tangled_rope	tangled_rope
ip_category_emergence__synchronic_diachronic_seam	0.62	0.71	0.48	0.4835999999999999	tangled_rope	tangled_rope
ip_category_emergence__thinkability_reading	0.31	0.19	0.08	0.4246785112046727	scaffold	tangled_rope
irc_469_material_participation_kernel__strategic_shelter_reading	0.68	0.52	0.41	0.9315528632876693	unknown	snare
irc_469_material_participation_kernel__strict_gatekeeper_reading	0.71	0.68	0.28	0.9726507837268309	snare	snare
jati_practice_norm__colonial_census_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
jati_practice_norm__localized_practice_reading	0.35	0.28	0.15	0.47947573845688846	unknown	unknown
jati_practice_norm__orthodox_textual_reading	0.81	0.78	0.42	1.1096438518573708	snare	snare
jcpoa_treaty_bindingness__binding_multilateral_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
jcpoa_treaty_bindingness__graduated_compliance_reading	0.58	0.42	0.48	0.7945597951571295	tangled_rope	tangled_rope
jcpoa_treaty_bindingness__transactional_provisional_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
jewish_self_determination__diasporist_reading	0.62	0.71	0.68	0.8493570224093454	snare	snare
jewish_self_determination__liberal_nationalist_reading	0.38	0.42	0.28	0.5205736588960505	tangled_rope	tangled_rope
jewish_self_determination__religious_covenant_reading	0.82	0.79	0.28	1.1233431586704243	snare	snare
jewish_self_determination__settler_colonial_reading	0.88	0.91	0.42	1.2055389995487482	snare	snare
jewish_sovereignty_palestine__liberal_nationalist_reading	0.62	0.41	0.28	0.8493570224093454	tangled_rope	tangled_rope
jewish_sovereignty_palestine__post_zionist_reading	0.68	0.62	0.41	0.9315528632876693	snare	snare
jewish_sovereignty_palestine__religious_zionist_reading	0.89	0.76	0.42	1.2192383063618022	snare	snare
jewish_territorial_claim__cultural_zionism_reading	0.38	0.42	0.28	0.5205736588960505	tangled_rope	tangled_rope
jewish_territorial_claim__political_zionism_reading	0.78	0.81	0.42	1.0685459314182089	snare	snare
jewish_territorial_claim__revisionist_zionism_reading	0.88	0.91	0.22	1.2055389995487482	snare	snare
jihad_quranic_corpus__defensive_spiritual_reading	0.32	0.18	0.12	0.4383778180177267	scaffold	tangled_rope
jihad_quranic_corpus__expansionist_legalist_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
jihad_quranic_corpus__revolutionary_vanguard_reading	0.88	0.91	0.22	1.2055389995487482	snare	snare
john_1_1_logos__orthodox_christological	0.68	0.72	0.41	0.9315528632876693	snare	snare
john_1_1_logos__subordinationist	0.58	0.72	0.41	0.7945597951571295	snare	snare
july_charter_sovereign_legitimacy__guided_nationalism_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
july_charter_sovereign_legitimacy__military_custodian_reading	0.78	0.82	0.48	1.0685459314182089	snare	snare
july_charter_sovereign_legitimacy__secular_democratic_reading	0.68	0.76	0.42	0.9315528632876693	snare	snare
jurisprudential_method_kernel__hanafi_reading	0.68	0.52	0.28	0.9315528632876693	unknown	snare
jurisprudential_method_kernel__hanbali_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
jurisprudential_method_kernel__maliki_reading	0.48	0.52	0.38	0.6575667270265899	tangled_rope	tangled_rope
jurisprudential_method_kernel__shafii_reading	0.62	0.71	0.28	0.8493570224093454	snare	snare
kami_buddha_ontology__domain_partition	0.41	0.38	0.52	0.5616715793352122	unknown	piton
kami_buddha_ontology__honji_suijaku_monism	0.58	0.71	0.62	0.7945597951571295	snare	snare
kami_buddha_ontology__incoherent_bundle	0.58	0.62	0.71	0.7945597951571295	snare	snare
kjv_text_1611__exclusive_inspiration_reading	0.68	0.76	0.42	0.9315528632876693	snare	snare
kjv_text_1611__functional_equivalence_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
kjv_text_1611__revisable_translation_reading	0.58	0.41	0.28	0.7945597951571295	tangled_rope	tangled_rope
kodashim_commandment_status__messianic_deferral	0.58	0.42	0.61	0.7945597951571295	tangled_rope	tangled_rope
kodashim_commandment_status__performance_only	0.68	0.71	0.62	0.9315528632876693	snare	snare
kodashim_commandment_status__study_as_performance	0.0	0.0	0.0	0.0	mountain	tangled_rope
kodashim_corpus__performance_only	0.78	0.71	0.62	1.0685459314182089	snare	snare
kodashim_corpus__study_as_exercise	0.0	0.0	0.0	0.0	scaffold	rope
kodashim_corpus__substitution_archive	0.58	0.62	0.48	0.7945597951571295	snare	snare
kodashim_obligation__study_as_archive	0.58	0.42	0.71	-0.08308570685630298	rope	rope
kodashim_obligation__study_as_performance	0.0	0.0	0.0	0.0	mountain	tangled_rope
kodashim_obligation__study_as_preparation	0.28	0.15	0.22	0.3835805907655109	scaffold	piton
latin_correctness__continuity_reading	0.15	0.22	0.18	0.20548960219580936	scaffold	scaffold
latin_correctness__hybrid_reading	0.58	0.61	0.48	0.7945597951571295	snare	snare
latin_correctness__rupture_reading	0.72	0.68	0.48	0.9863500905398849	snare	snare
lausanne_minority_protections__expansive_reading	0.38	0.52	0.41	0.5205736588960505	unknown	unknown
lausanne_minority_protections__restrictive_reading	0.82	0.79	0.58	1.1233431586704243	snare	snare
legal_personhood_boundary__developmental_potentiality_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
legal_personhood_boundary__functional_capacity_reading	0.68	0.72	0.41	0.5303999999999999	tangled_rope	tangled_rope
legal_personhood_boundary__restrictive_anthropocentric_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
legitimacy_of_imposed_practice__endogenous_climb_reading	0.58	0.71	0.62	0.7945597951571295	snare	snare
legitimacy_of_imposed_practice__exogenous_override_reading	0.68	0.79	0.42	0.9315528632876693	snare	snare
legitimacy_of_imposed_practice__hybrid_scaffolding_reading	0.58	0.62	0.48	0.7945597951571295	snare	snare
legitimacy_of_practice_standardization__dual_practice_equilibrium_reading	0.38	0.41	0.22	0.5205736588960505	unknown	unknown
legitimacy_of_practice_standardization__endogenous_displacement_reading	0.31	0.18	0.12	0.4246785112046727	scaffold	piton
legitimacy_of_practice_standardization__exogenous_override_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
legitimate_health_intervention__bodily_autonomy_primary	0.68	0.71	0.42	0.9315528632876693	snare	snare
legitimate_health_intervention__proportionality_reading	0.38	0.42	0.19	0.5205736588960505	tangled_rope	tangled_rope
legitimate_health_intervention__public_health_primary	0.68	0.71	0.28	0.9315528632876693	snare	snare
legitimate_knowledge_boundary__credentialed_expertise_reading	0.68	0.71	0.41	0.9315528632876693	snare	snare
legitimate_knowledge_boundary__experiential_pluralism_reading	0.62	0.71	0.44	0.8493570224093454	snare	snare
legitimate_knowledge_boundary__hybrid_coproduction_reading	0.42	0.38	0.28	0.5753708861482661	unknown	unknown
liability_attribution__deployer_liability	0.68	0.62	0.41	0.5303999999999999	tangled_rope	tangled_rope
liability_attribution__developer_liability	0.68	0.72	0.42	0.9315528632876693	snare	snare
liability_attribution__shared_liability	0.68	0.55	0.42	0.9315528632876693	unknown	snare
licensing_statute_mandate__graduated_access_filter	0.68	0.71	0.42	0.9315528632876693	snare	snare
licensing_statute_mandate__public_safety_coordination	0.38	0.42	0.28	0.5205736588960505	tangled_rope	tangled_rope
licensing_statute_mandate__rent_seeking_suppression	0.78	0.81	0.62	1.0685459314182089	snare	snare
literacy_acquisition_kernel__balanced_literacy_reading	0.58	0.42	0.48	0.7945597951571295	unknown	unknown
literacy_acquisition_kernel__phonics_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
literacy_acquisition_kernel__structured_literacy_reading	0.68	0.55	0.28	0.9315528632876693	unknown	snare
literacy_acquisition_kernel__whole_language_reading	0.68	0.72	0.58	0.9315528632876693	snare	snare
living_language_status__literary_continuity_reading	0.38	0.52	0.41	0.5205736588960505	tangled_rope	tangled_rope
living_language_status__liturgical_preservation_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
living_language_status__native_generation_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
lycurgan_laws__adaptive_fiction_reading	0.58	0.72	0.68	0.7945597951571295	snare	snare
lycurgan_laws__sacral_fidelity_reading	0.15	0.08	0.12	0.20548960219580936	scaffold	rope
maat_order_principle__distributed_maintenance_reading	0.31	0.28	0.22	0.4246785112046727	scaffold	piton
maat_order_principle__divine_mandate_reading	0.78	0.87	0.62	0.6083999999999998	tangled_rope	tangled_rope
magna_carta_1215__baronial_privilege_reading	0.68	0.72	0.28	0.9315528632876693	snare	snare
magna_carta_1215__living_document_reading	0.38	0.22	0.31	0.5205736588960505	unknown	unknown
magna_carta_1215__universal_rights_reading	0.31	0.18	0.12	0.4246785112046727	scaffold	tangled_rope
magna_carta_clause_39__feudal_prerogative_reading	0.28	0.42	0.15	0.3835805907655109	unknown	unknown
magna_carta_clause_39__liberal_due_process_reading	0.42	0.31	0.22	0.5753708861482661	unknown	unknown
magna_carta_clause_39__originalist_limitation_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
magna_carta_constraint_authority__feudal_obsolescence_reading	0.62	0.58	0.71	0.8493570224093454	unknown	snare
magna_carta_constraint_authority__living_constitutionalism_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
magna_carta_constraint_authority__parliamentary_sovereignty_reading	0.58	0.49	0.31	0.7945597951571295	tangled_rope	tangled_rope
mandate_legitimacy_scope__bodily_autonomy_primary	0.82	0.79	0.28	1.1233431586704243	snare	snare
mandate_legitimacy_scope__proportionality_reading	0.58	0.64	0.42	0.7945597951571295	snare	snare
mandate_legitimacy_scope__public_health_primary	0.62	0.71	0.28	0.8493570224093454	snare	snare
manifesto_revolutionary_method__council_communist_reading	0.25	0.72	0.18	0.34248267032634894	scaffold	tangled_rope
manifesto_revolutionary_method__democratic_gradualism_reading	0.4	0.35	0.28	0.5479722725221584	unknown	unknown
manifesto_revolutionary_method__vanguard_rupture_reading	0.68	0.82	0.41	0.9315528632876693	snare	snare
market_as_natural_default__beneficiary_maintained_reading	0.48	0.62	0.41	0.6575667270265899	tangled_rope	tangled_rope
market_as_natural_default__hybrid_amnesia_reading	0.45	0.62	0.58	0.6164688065874281	tangled_rope	tangled_rope
market_as_natural_default__lapsed_alternative_reading	0.08	0.12	0.0	0.10959445450443167	scaffold	scaffold
market_naturalization__beneficiary_maintained_reading	0.78	0.81	0.42	1.0685459314182089	snare	snare
market_naturalization__hybrid_reading	0.58	0.52	0.41	0.7945597951571295	tangled_rope	tangled_rope
market_naturalization__lapsed_alternative_reading	0.28	0.12	0.68	0.3864068436272989	unknown	unknown
marriage_authority__communal_autonomy_reading	0.62	0.71	0.28	0.8493570224093454	snare	snare
marriage_authority__federalist_millet_reading	0.28	0.15	0.22	0.3835805907655109	scaffold	tangled_rope
marriage_authority__gender_rights_reading	0.78	0.71	0.42	1.0685459314182089	snare	snare
marriage_authority__secularist_reading	0.78	0.71	0.42	1.0685459314182089	snare	snare
marriage_authority_kernel__christian_canonical_reading	0.48	0.52	0.41	0.6575667270265899	tangled_rope	tangled_rope
marriage_authority_kernel__hindu_codified_reading	0.42	0.38	0.22	0.5753708861482661	unknown	unknown
marriage_authority_kernel__muslim_shariat_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
